Year,ID,Gen,Variety,Moist,DM,Cprot,Psolu,ADICP,ADICP_pct,NDICP,CP_Av,ADF,aNDF,aNDFo,Ligin,Starc,Su_WS,Su_ES,Ash,Ca,P,Mg,K,S,Fat,T_NDFd30,T_NDFd48,NDFD120,NDFD240,S_NDFd24,S_NDFd30,NDF_I,NDF_Kd,TTNDFD,S_NDFd48,uNDF30,uNDF120,uNDF240,RUP,NDF_D,RFV,T_RFQ,S_RFQ,TTNDFD,NFC,T_Milk30_TDN,T_Milk30_NEL,T_Milk30_NEG,T_Milk30_NEM,T_Milk30,T_Milk48_TDN,T_Milk48_NEL,T_Milk48_NEG,T_Milk48_NEM,T_Milk48_S,S_Milk30_TDN,S_Milk30_NEL,S_Milk30_NEG,S_Milk30_NEM,S_Milk30,S_Milk48_TDN,S_Milk48_NEL,S_Milk48_NEG,S_Milk48_NEM,S_Milk48_S,Lig_TDN,Lig_NEL,Lig_NEG,Lig_NEM,NRC,Cal_TDN,ADF_TDN,ADF_NEL,ADF_NEG,ADF_NEM
18,20519,191,SW42032,4.46,95.54,29.05,37.09,0.5,1.71,1.22,28.55,27.4,29.34,25.28,5.62,0.61,7.11,4.21,12.1,1.54,0.35,0.4,2.41,0.41,1.97,49.42,64.19,64.49,64.78,30.88,35.63,35.22,4.93,46.7,53.97,14.84,10.42,10.33,16.83,6.43,214,240.44,223.52,45.83,28.76,64.62,0.66,0.43,0.7,3072.87,64.91,0.66,0.43,0.71,3192.77,62.68,0.65,0.4,0.66,2892.54,63.96,0.66,0.42,0.69,3091.82,62.95,0.72,0.4,0.67,2.52,,,,,
18,20520,183,55V12,4.32,95.68,26.5,35.52,0.46,1.74,0.88,26.04,29.17,33.11,30.23,6.12,0.81,7.55,4.62,10.87,1.38,0.33,0.36,2.52,0.37,1.97,48.21,60.4,60.44,60.49,31.42,34.4,39.51,5.05,44,51.34,17.14,13.1,13.08,19.05,6.66,186,204.83,190.92,43.53,28.43,63.6,0.65,0.41,0.68,2984.11,63.35,0.65,0.41,0.68,3072.51,61.29,0.64,0.38,0.64,2791.02,62.49,0.64,0.39,0.66,2979.58,62.1,0.7,0.39,0.65,2.46,,,,,
18,20601,3,173738,4.5,95.5,25.12,34.91,0.44,1.77,0.7,24.67,29.5,34.4,30.51,6,1.03,7.35,4.85,11.33,1.43,0.31,0.38,2.45,0.35,1.8,48.18,64.43,64.7,64.97,32.06,36.51,35.03,5.5,48.6,55.71,17.82,12.14,12.05,17.43,6.84,178,204.16,190.73,47.36,28.05,62.29,0.63,0.39,0.66,2866.89,63.14,0.63,0.41,0.67,3013.91,60.77,0.62,0.37,0.63,2717.09,62.46,0.63,0.39,0.66,2932.31,61.08,0.68,0.37,0.64,2.42,,,,,
18,20602,26,502472,4.28,95.72,26.14,34.88,0.44,1.67,0.87,25.7,29.42,33.32,30.35,6.05,0.81,7.55,4.36,10.92,1.42,0.32,0.36,2.51,0.36,1.92,48.36,62.36,62.43,62.49,32.54,35.56,37.51,5.19,45.9,53.36,17.2,12.52,12.5,17.23,6.75,184,207.99,194.05,45.26,28.57,63.46,0.65,0.41,0.68,2969.42,63.67,0.65,0.41,0.68,3083.26,61.55,0.64,0.38,0.64,2798.12,62.88,0.64,0.4,0.67,2994.44,62.03,0.7,0.39,0.65,2.45,,,,,
18,20603,8,467949,3.97,96.03,27.23,36.93,0.55,2.02,1.03,26.68,31.39,33.87,29.76,6.45,0.64,6.47,3.21,11.77,1.45,0.34,0.38,2.66,0.37,1.85,46.65,62.64,63.36,64.07,36.1,39.34,35.93,4.71,45.4,54.63,18.07,12.41,12.17,17.54,6.71,177,202.08,190.61,46.27,26.31,61.72,0.63,0.38,0.65,2837.22,62.59,0.63,0.4,0.66,2985.64,61.9,0.63,0.39,0.65,2775.31,62.09,0.63,0.39,0.65,2912.74,60.38,0.69,0.36,0.62,2.43,,,,,
18,20604,133,452499,4.28,95.72,27.3,37.22,0.46,1.67,0.94,26.84,28.46,33.14,29.77,5.52,0.82,7.14,4.62,12.14,1.38,0.36,0.36,2.73,0.36,1.93,56.26,69.73,69.81,69.89,37.86,42.15,30.11,5.4,52,60.67,14.49,10.01,9.98,17.54,7.02,187,224.18,209.57,51.56,26.43,64.95,0.64,0.43,0.71,3007.24,64.46,0.64,0.43,0.7,3087.73,63.06,0.63,0.4,0.67,2837.08,63.87,0.64,0.42,0.69,3010.33,61.59,0.7,0.38,0.65,2.46,,,,,
18,20605,96,467903,4.44,95.56,28.95,38.46,0.5,1.72,1.13,28.46,27.54,31.68,27.44,5.45,0.8,7.14,4.94,11.89,1.43,0.39,0.39,2.55,0.38,1.88,56.69,69.14,69.47,69.81,36.57,39.88,30.19,5.19,51.2,59.67,13.72,9.67,9.56,18.1,6.76,198,233.96,218.41,50.61,26.74,65.85,0.66,0.45,0.72,3094.05,65.11,0.65,0.44,0.71,3160.59,63.07,0.64,0.4,0.67,2874.75,64.42,0.65,0.43,0.7,3076.94,62.4,0.71,0.39,0.66,2.5,,,,,
18,20606,64,217419,4.45,95.55,28.04,36.93,0.48,1.71,1.01,27.56,26.66,31.15,28.08,5.33,1.09,8.08,5.89,10.78,1.42,0.37,0.36,2.55,0.36,1.96,57.39,69.51,69.62,69.73,38.64,41.72,30.27,5.02,50.6,59.88,13.27,9.46,9.43,18.52,6.82,203,243.17,227.03,50.75,29.08,67.45,0.68,0.47,0.75,3228.55,66.6,0.67,0.46,0.73,3289.05,65.18,0.67,0.44,0.71,3035.24,65.88,0.67,0.45,0.72,3203.87,63.87,0.72,0.42,0.69,2.53,,,,,
18,20607,42,467983,4.24,95.76,27.43,36.81,0.45,1.64,0.89,26.98,28.2,32.16,27.96,5.85,0.86,7.39,4.74,11.56,1.38,0.34,0.37,2.48,0.38,1.89,50.34,62.47,62.82,63.18,30.73,34.17,36.82,5.12,46.1,53.14,15.97,11.96,11.84,18.29,6.55,194,214.39,199.7,45.1,27.85,63.93,0.65,0.42,0.69,2992.44,63.53,0.65,0.41,0.68,3073.6,60.92,0.63,0.37,0.63,2759.97,62.67,0.64,0.4,0.66,2980.71,62.02,0.7,0.39,0.65,2.47,,,,,
18,20608,145,26659_5269,4.27,95.73,26.29,35.41,0.44,1.68,0.92,25.85,29.96,34.52,31.09,5.97,0.61,6.88,4.22,11.79,1.41,0.35,0.36,2.78,0.36,1.86,52,65.35,65.47,65.59,34.23,38.02,34.41,5.47,49,56.66,16.57,11.92,11.88,17.81,6.95,177,204.59,191.24,48.14,26.46,63.23,0.63,0.41,0.67,2901.7,63,0.63,0.4,0.67,2993.89,61.02,0.62,0.37,0.63,2716.58,62.37,0.63,0.39,0.66,2914.34,60.81,0.69,0.37,0.63,2.43,,,,,
18,20609,10,467951,4.18,95.82,27.29,36.77,0.49,1.79,1.05,26.8,28.6,32.02,27.42,5.71,0.92,6.96,4.44,12.43,1.41,0.34,0.36,2.71,0.37,1.84,52,67.29,67.67,68.04,34.51,39.91,31.96,5.15,49.8,57.92,15.37,10.35,10.23,16.69,6.73,194,224.91,209.79,49.22,27.47,63.69,0.64,0.41,0.68,2955.14,63.97,0.64,0.42,0.69,3074.3,62.37,0.63,0.39,0.66,2812.86,63.25,0.64,0.41,0.68,2988.93,61.33,0.7,0.38,0.64,2.45,,,,,
18,20610,74,452478,4.56,95.44,27.43,36.59,0.49,1.79,0.98,26.94,27.57,30.72,27.3,5.71,0.77,7.35,4.53,11.49,1.5,0.33,0.39,2.44,0.38,1.98,47.7,64.32,64.47,64.63,31.7,36.58,35.37,5.11,47.2,54.55,16.07,10.92,10.87,15.9,6.61,204,231,215.07,46.34,29.36,64.01,0.66,0.42,0.69,3031.41,64.88,0.66,0.43,0.7,3182.22,62.84,0.65,0.4,0.67,2896.12,64,0.66,0.42,0.69,3086.91,62.85,0.71,0.4,0.67,2.49,,,,,
18,20611,167,CiscoII,4.5,95.5,27.03,36.16,0.45,1.67,0.87,26.58,28.31,32.69,28.62,5.9,0.78,7.35,4.71,10.83,1.41,0.34,0.38,2.42,0.38,1.98,49.56,61.68,62.07,62.46,30.88,33.95,37.54,5.05,45.4,52.51,16.49,12.4,12.27,17.55,6.53,190,211.11,196.8,44.53,28.34,64.27,0.65,0.42,0.69,3028.79,63.92,0.65,0.42,0.69,3112.04,61.38,0.64,0.38,0.64,2803.49,63.07,0.65,0.4,0.67,3019.79,62.61,0.7,0.4,0.66,2.48,,,,,
18,20612,188,55Q28,4.36,95.64,27.01,35.03,0.4,1.48,0.98,26.61,28.06,31.61,28.02,5.52,0.82,7.33,4.52,11.8,1.44,0.34,0.38,2.6,0.39,2.01,51.44,65.54,65.71,65.88,32.72,36.74,34.12,5.29,48.6,56.05,15.35,10.84,10.79,16.3,6.71,197,226.16,210.82,47.6,28.55,64.5,0.65,0.43,0.7,3032.83,64.52,0.65,0.43,0.7,3137.6,62.17,0.64,0.39,0.66,2836.42,63.72,0.65,0.41,0.68,3047.81,62.6,0.7,0.4,0.66,2.48,,,,,
18,20613,69,204591,4.51,95.49,27.56,36.96,0.54,1.94,1.12,27.02,28.55,33.12,29,5.96,0.87,7.52,5.4,10.76,1.36,0.34,0.37,2.45,0.37,1.84,51.21,63.99,64.4,64.8,33.1,36.99,35.2,5.07,47.2,54.94,16.16,11.79,11.66,19.39,6.65,187,213.75,199.59,46.62,27.84,64.6,0.65,0.43,0.7,3038.06,64.3,0.65,0.42,0.69,3125.33,62.35,0.64,0.39,0.66,2847.92,63.55,0.65,0.41,0.68,3038.7,62.26,0.7,0.39,0.66,2.48,,,,,
18,20614,4,172982,4.24,95.76,23.2,32.07,0.42,1.8,0.62,22.79,30.84,36.38,33,6.35,0.98,8.07,4.91,10.86,1.38,0.29,0.34,2.4,0.32,1.83,47.41,60.78,60.95,61.12,31.38,34.23,38.88,5.45,45.6,52.53,19.13,14.21,14.15,17.13,6.86,166,184.29,172.3,44.6,28.35,61.6,0.62,0.38,0.65,2811.72,61.73,0.62,0.38,0.65,2920.01,59.26,0.61,0.34,0.6,2622.74,61.05,0.62,0.37,0.64,2838.91,60.44,0.67,0.36,0.62,2.37,,,,,
18,20615,201,22338_VernalFD2,4.27,95.73,27.23,37.24,0.54,1.99,0.9,26.69,29.81,32.88,28.75,6.15,0.71,7.16,4.26,10.59,1.4,0.34,0.38,2.57,0.37,1.97,47.24,64.04,64.54,65.03,35.93,39.68,34.97,4.63,45.8,55.05,17.35,11.66,11.5,18.41,6.61,186,216.44,202.38,46.64,28.23,63.65,0.65,0.41,0.68,2999.42,64.66,0.66,0.43,0.7,3156.37,63.76,0.65,0.42,0.68,2933.79,63.93,0.65,0.42,0.69,3071,62.36,0.7,0.39,0.66,2.48,,,,,
18,20616,202,Hi-Gest360,4.22,95.78,27.36,36.19,0.49,1.79,1.1,26.87,28.56,32.38,28.56,5.73,0.86,7.13,4.62,12,1.4,0.35,0.37,2.62,0.37,1.94,52.23,66.05,66.26,66.47,33.38,37.77,33.53,5.33,49.2,56.78,15.47,10.92,10.86,17.88,6.78,191,220.88,206.1,48.24,27.43,64.17,0.65,0.42,0.69,2992.7,64.07,0.64,0.42,0.69,3091.14,61.94,0.64,0.39,0.65,2802.79,63.33,0.64,0.41,0.68,3005.15,61.76,0.7,0.38,0.65,2.46,,,,,
18,20617,153,Wren,4.22,95.78,27.65,36.49,0.46,1.67,1.04,27.18,27.85,31.48,26.69,5.49,0.89,7.28,4.63,12.07,1.37,0.34,0.37,2.71,0.38,1.96,52.46,67.98,68.45,68.92,33.51,38.92,31.08,5.26,50.8,58.45,14.97,9.93,9.78,16.85,6.68,199,232.4,216.78,49.68,27.88,64.56,0.65,0.43,0.7,3028.21,64.86,0.65,0.43,0.7,3148.79,62.75,0.64,0.4,0.67,2859.35,64.13,0.65,0.42,0.69,3062.49,62.33,0.71,0.39,0.66,2.48,,,,,
18,20618,112,22304_Maverick_FD1,4.12,95.88,26.58,35.36,0.42,1.58,0.87,26.16,28.89,32.91,29.19,5.74,0.8,7.47,4.19,11.43,1.41,0.33,0.38,2.56,0.38,1.99,50.36,65.16,65.39,65.61,33.94,37.25,34.39,5.23,48.3,56.04,16.34,11.39,11.31,16.54,6.76,188,216.65,202.21,47.55,27.97,63.88,0.65,0.42,0.69,2985.17,64.16,0.65,0.42,0.69,3103.33,62.01,0.64,0.39,0.65,2815.06,63.43,0.64,0.41,0.68,3017.69,62.18,0.7,0.39,0.66,2.46,,,,,
18,20619,30,502460,4.37,95.63,25.67,33.99,0.48,1.86,0.98,25.19,29.63,34.26,31.33,6.04,0.94,7.36,4.64,11.54,1.43,0.32,0.37,2.56,0.35,1.86,48.4,63.75,63.76,63.77,32.97,35.93,36.23,5.5,47.7,54.99,17.68,12.42,12.41,16.91,6.91,179,203.15,189.77,46.7,27.65,62.41,0.63,0.39,0.66,2875.95,62.99,0.63,0.4,0.67,3009.02,60.59,0.62,0.36,0.63,2710.32,62.29,0.63,0.39,0.66,2925.96,61.01,0.69,0.37,0.63,2.42,,,,,
18,20620,83,440497,4.44,95.56,26.64,35.85,0.49,1.84,0.83,26.15,28.44,31.84,28.13,5.98,0.77,7.56,4.8,11.19,1.5,0.33,0.39,2.37,0.37,1.97,47.99,61.43,61.68,61.94,29.53,32.17,38.06,5.2,45.5,52,16.56,12.2,12.12,18.11,6.52,195,215.69,200.81,44.12,29.19,63.8,0.65,0.42,0.69,3007.25,63.89,0.65,0.42,0.69,3114.1,60.8,0.64,0.37,0.63,2773.22,62.99,0.65,0.4,0.67,3018.16,62.35,0.7,0.39,0.66,2.47,,,,,
18,20701,184,5364,4.57,95.43,25.59,36.31,0.52,2.03,0.86,25.07,28.87,34.65,31.92,6.1,1.35,7.69,5.83,10.49,1.31,0.34,0.33,2.59,0.36,1.79,50.95,64.4,64.43,64.46,35.05,38.56,35.54,5.29,47.6,55.74,16.99,12.33,12.32,18.79,6.95,178,204.96,191.68,47.32,28.34,64,0.64,0.42,0.69,2980.48,63.87,0.64,0.42,0.69,3077.59,62.36,0.64,0.39,0.66,2824.93,63.21,0.64,0.41,0.67,2996.89,61.65,0.69,0.38,0.65,2.44,,,,,
18,20702,170,AFX015,4.73,95.27,25.53,36.74,0.48,1.89,0.57,25.05,27.64,33.15,29.73,5.9,1.23,7.77,5.99,10.1,1.37,0.33,0.36,2.47,0.37,1.85,49.48,65.45,65.49,65.52,33.83,38.31,34.48,5.17,48,55.94,16.75,11.44,11.43,18.41,6.76,189,219.05,203.43,47.5,29.94,64.52,0.66,0.43,0.7,3048.08,65.17,0.66,0.44,0.71,3185.76,63.33,0.65,0.41,0.68,2914.65,64.32,0.66,0.42,0.69,3094.12,62.82,0.7,0.4,0.67,2.46,,,,,
18,20703,47,502424,4.84,95.16,27.07,38.98,0.55,2.02,0.66,26.52,27.9,34.32,31.86,5.97,0.79,7.55,6.23,9.22,1.36,0.35,0.34,2.74,0.36,1.83,54.02,67.17,67.21,67.26,38.91,43.92,32.74,4.98,48.7,58.42,15.78,11.25,11.24,18.75,7.03,182,217.84,203.97,49.62,28.23,66.34,0.67,0.46,0.73,3145.62,65.91,0.66,0.45,0.72,3228.34,65.87,0.66,0.45,0.72,3048,65.31,0.66,0.44,0.71,3150.93,63.15,0.71,0.41,0.67,2.49,,,,,
18,20704,57,452479,4.67,95.33,25.46,36.6,0.51,2.02,0.66,24.94,29.61,34.95,31.31,6.25,0.89,7.14,5.48,10.56,1.36,0.34,0.35,2.76,0.35,1.7,49.96,64.82,65.09,65.36,33.95,38.73,34.64,5.33,48.4,56.24,17.49,12.2,12.11,18.85,6.89,175,203.38,190.21,47.8,28,63.26,0.64,0.41,0.68,2926.73,63.6,0.64,0.41,0.68,3047.62,62.02,0.63,0.39,0.65,2791.9,62.97,0.64,0.4,0.67,2968.56,61.13,0.69,0.37,0.64,2.42,,,,,
18,20705,88,430561,4.57,95.43,27.75,38.15,0.56,2.02,0.98,27.19,28.19,32.31,29.4,6.03,0.94,7.33,5.1,10.63,1.37,0.35,0.38,2.36,0.39,1.81,49.59,65.97,66.22,66.47,34.67,39.97,33.53,5.22,48.9,57.04,16.28,10.91,10.83,18.96,6.85,193,224.87,210.81,48.48,28.48,64.47,0.66,0.43,0.7,3047.55,65.2,0.66,0.44,0.71,3189.66,63.94,0.65,0.42,0.69,2947.11,64.55,0.66,0.43,0.7,3108.61,62.48,0.71,0.39,0.66,2.49,,,,,
18,20706,113,22278,4.66,95.34,25.63,36.43,0.45,1.74,0.62,25.19,28.28,33.39,29.57,6,1.16,7.47,5.36,10.84,1.41,0.34,0.37,2.46,0.37,1.78,49.05,63.68,63.76,63.84,32.36,36.73,36.16,5.14,46.7,54.25,17.01,12.1,12.07,17.62,6.69,186,210.35,195.19,46.06,28.98,63.48,0.64,0.41,0.68,2962.15,63.81,0.65,0.42,0.69,3082.46,61.79,0.64,0.38,0.65,2802.77,62.92,0.64,0.4,0.67,2988.93,61.88,0.69,0.38,0.65,2.44,,,,,
18,20707,93,467900,4.69,95.31,26.33,37.06,0.5,1.89,0.72,25.84,28.9,34.2,31.31,6.2,0.9,7.18,5.1,10.28,1.39,0.35,0.35,2.52,0.36,1.81,49.88,63.18,63.27,63.36,33.53,37.68,36.64,5.21,46.5,54.41,17.14,12.56,12.53,17.68,6.85,181,205.32,191.81,46.2,28.11,63.96,0.65,0.42,0.69,2992.24,63.89,0.65,0.42,0.69,3091.07,62.35,0.64,0.39,0.66,2837.56,63.16,0.64,0.41,0.67,3006.69,61.91,0.7,0.39,0.65,2.45,,,,,
18,20708,7,467962,4.66,95.34,25.93,37.8,0.5,1.91,1.18,25.43,28.31,33.95,30.45,6.03,0.85,7.46,5.89,9.78,1.41,0.35,0.33,2.94,0.35,1.88,51.53,63.77,64.09,64.41,37.18,41.23,35.59,4.53,45,54.93,16.46,12.19,12.08,17.61,6.71,183,210.76,197.11,46.54,29.64,65.45,0.66,0.44,0.71,3103.95,64.97,0.66,0.43,0.71,3182.31,64.75,0.66,0.43,0.7,2994.95,64.26,0.66,0.42,0.69,3098.32,62.94,0.7,0.4,0.67,2.47,,,,,
18,20709,36,468010,4.57,95.43,28.59,41.41,0.62,2.17,0.76,27.97,27.66,32.27,29.35,6.07,0.64,6.78,5.59,10.14,1.43,0.38,0.38,2.85,0.38,1.84,50.76,65.23,65.34,65.46,38.07,42.84,34.54,4.49,45.6,55.93,15.89,11.18,11.14,19.01,6.75,194,224.56,209.56,47.41,27.92,65.23,0.66,0.44,0.71,3100.17,65.4,0.66,0.44,0.71,3212.26,65.43,0.66,0.44,0.71,3036.94,64.62,0.66,0.43,0.7,3124.29,62.82,0.71,0.4,0.67,2.5,,,,,
18,20710,165,AFX009,4.67,95.33,27.72,38.38,0.53,1.9,0.79,27.2,26.57,29.97,26.1,5.87,1.28,7.34,5.55,10.59,1.43,0.34,0.39,2.4,0.4,1.89,46.75,61.37,61.76,62.14,30.57,35.19,37.86,4.62,43.8,51.36,15.96,11.46,11.35,18.33,6.32,212,232.22,215.82,43.58,30.61,64.76,0.67,0.43,0.7,3106.5,65.2,0.67,0.44,0.71,3233.44,63.39,0.66,0.41,0.68,2959.96,64.2,0.67,0.42,0.69,3129.88,63.59,0.72,0.41,0.68,2.51,,,,,
18,20711,140,464793,4.7,95.3,28.03,37.73,0.55,1.98,1.07,27.48,28.5,32.79,29.82,6.12,0.83,7.41,5.45,10.11,1.38,0.37,0.38,2.55,0.38,1.73,51.39,64.53,64.66,64.79,34.47,40.08,35.21,4.99,46.9,55.38,15.94,11.59,11.55,19.2,6.79,189,218.9,204.42,47.05,28.41,65.26,0.66,0.44,0.71,3094.37,65.04,0.66,0.44,0.71,3186.06,64.18,0.66,0.42,0.69,2965.11,64.28,0.66,0.42,0.69,3099.1,62.64,0.71,0.4,0.66,2.49,,,,,
18,20712,107,22300_Lahontan,4.78,95.22,26.34,37.7,0.5,1.9,0.65,25.84,27.92,32.37,28.84,6.16,1.23,7.66,6.65,9.48,1.36,0.34,0.36,2.71,0.39,1.82,46.16,59.7,60.08,60.45,31.42,38.47,39.55,4.16,40.9,49.84,17.43,12.92,12.8,21.18,6.3,193,211.9,195.95,42.34,30.64,64.38,0.67,0.43,0.7,3075.07,64.62,0.67,0.43,0.7,3189.64,64.37,0.67,0.43,0.7,3003.73,63.53,0.66,0.41,0.68,3083.05,63.37,0.71,0.41,0.68,2.49,,,,,
18,20713,182,5432,4.59,95.41,28.29,38.26,0.54,1.9,1.01,27.75,27.68,31.94,28.84,6.05,0.97,7.4,5.61,10.31,1.36,0.37,0.38,2.52,0.4,1.79,49.84,63.1,63.26,63.42,30.87,37.59,36.58,4.51,44.3,52.26,16.02,11.73,11.68,20.38,6.3,196,221.17,202.67,44.42,28.68,64.99,0.66,0.44,0.71,3090.94,64.91,0.66,0.43,0.7,3189.44,63.47,0.66,0.41,0.68,2938.4,63.66,0.66,0.41,0.68,3074.37,62.91,0.71,0.4,0.67,2.5,,,,,
18,20714,202,Hi-Gest360,4.72,95.28,28.43,39.24,0.53,1.85,0.83,27.9,26.86,31.46,27.61,5.83,0.69,7.69,5.88,10.16,1.41,0.36,0.37,2.75,0.39,1.92,50.6,63.88,64.29,64.7,35.94,41.73,35.3,4.3,44.3,54.34,15.54,11.24,11.11,18.77,6.52,201,227.65,212.19,46.08,28.86,65.67,0.67,0.45,0.72,3143.25,65.54,0.67,0.44,0.72,3239.53,65.5,0.67,0.44,0.72,3060.93,64.69,0.67,0.43,0.7,3146.3,63.61,0.72,0.41,0.68,2.52,,,,,
18,20715,71,182241,4.62,95.38,26.58,37.2,0.55,2.06,0.78,26.03,29.13,32.88,29.82,6.4,0.95,7.32,5.26,9.98,1.46,0.34,0.37,2.7,0.38,1.75,47.06,61.09,61.26,61.44,33.52,40.15,38.56,4.61,43.2,52.19,17.41,12.74,12.68,17.22,6.7,187,209.89,196.24,44.35,29.59,63.88,0.66,0.42,0.69,3021.88,64.2,0.66,0.42,0.69,3140.51,64.25,0.66,0.42,0.69,2969.14,63.4,0.65,0.41,0.68,3051.46,62.31,0.7,0.39,0.66,2.47,,,,,
18,20716,198,SW4107,4.61,95.39,26.9,36.51,0.5,1.88,0.89,26.39,28.1,32.5,28.43,6.01,0.9,7.62,5.59,10.55,1.4,0.35,0.38,2.63,0.38,1.87,49.8,62.56,62.97,63.39,32.07,38.27,36.61,4.81,45.3,53.33,16.31,12.03,11.9,18.96,6.57,192,215.2,200.66,45.31,29.06,64.59,0.66,0.43,0.7,3054.38,64.38,0.66,0.43,0.7,3145.8,63.32,0.65,0.41,0.68,2915.44,63.55,0.65,0.41,0.68,3054.33,62.6,0.7,0.4,0.66,2.48,,,,,
18,20717,192,SW5210,4.73,95.27,29.38,38.4,0.54,1.83,1,28.84,25.67,29.12,25.98,5.58,0.72,7.66,5.74,10.01,1.48,0.37,0.39,2.73,0.42,1.97,51.52,64.13,64.35,64.57,33.36,40.11,35.43,4.33,44.4,53.48,14.12,10.38,10.32,16.76,6.35,220,249.16,230.89,45.41,30.5,67.25,0.69,0.47,0.75,3282.4,66.92,0.69,0.47,0.74,3367.52,66.26,0.69,0.46,0.73,3154.96,65.86,0.68,0.45,0.72,3260.07,64.99,0.73,0.44,0.71,2.57,,,,,
18,20718,65,2121054,4.39,95.61,26.57,36.55,0.52,1.97,0.79,26.05,29.09,33.01,29.26,6.6,1.13,7.31,5.34,9.55,1.34,0.33,0.37,2.58,0.39,1.8,42.54,55.56,55.99,56.42,26.41,32.97,43.58,3.86,37.1,44.59,18.97,14.53,14.39,19.93,5.84,187,196.68,178.62,37.95,29.86,62.81,0.66,0.4,0.67,2977.08,63.18,0.66,0.41,0.67,3096.73,61.82,0.65,0.38,0.65,2854.98,61.62,0.65,0.38,0.65,2963.21,62.55,0.7,0.4,0.66,2.47,,,,,
18,20719,190,55V48,4.64,95.36,28.07,38.43,0.52,1.85,0.89,27.55,26.91,30.49,27.14,6,0.76,7.46,5.47,10.44,1.42,0.37,0.4,2.37,0.41,1.88,46.29,60.12,60.35,60.58,28.2,34.77,39.42,4.9,43.6,50.4,16.38,12.09,12.02,19.18,6.44,207,225.13,209.58,42.88,30.01,64.53,0.67,0.43,0.7,3089.92,64.82,0.67,0.43,0.7,3207.7,63.13,0.66,0.41,0.67,2942.23,63.84,0.66,0.42,0.69,3106.02,63.43,0.72,0.41,0.68,2.51,,,,,
18,20720,201,22338_VernalFD2,4.61,95.39,27.13,36.4,0.5,1.83,0.93,26.64,28.63,32.43,28.33,6.08,0.83,7.17,4.97,10.28,1.41,0.36,0.36,2.87,0.39,1.9,48.79,62.1,62.56,63.02,34.56,40.8,36.98,4.53,44.1,53.36,16.61,12.14,11.99,16.63,6.64,191,215.52,202.21,45.31,29.19,64.6,0.66,0.43,0.7,3067.06,64.61,0.66,0.43,0.7,3169.68,64.65,0.66,0.43,0.7,2997.13,63.91,0.66,0.42,0.69,3085.22,62.88,0.71,0.4,0.67,2.49,,,,,
18,20801,135,452489_Sevelra,4.59,95.41,27.71,37.89,0.57,2.05,0.93,27.14,27.26,30.84,27.48,5.93,0.9,7.53,5.57,10.28,1.46,0.35,0.39,2.48,0.4,1.87,46.47,63.89,64.45,65.01,33.99,41.35,34.99,4.63,45.8,54.78,16.51,10.96,10.79,19.24,6.6,204,232.37,218,46.57,30.22,64.59,0.67,0.43,0.7,3093.45,65.74,0.67,0.45,0.72,3259.67,65.55,0.67,0.44,0.72,3073.44,65.02,0.67,0.44,0.71,3173.53,63.5,0.71,0.41,0.68,2.51,,,,,
18,20802,117,467905,4.6,95.4,27.33,37.53,0.47,1.72,0.77,26.86,27.16,31,28.17,5.71,1.14,7.09,5.2,11.04,1.45,0.36,0.39,2.69,0.4,1.91,48.64,65.16,65.18,65.2,33.02,39.07,34.8,4.06,43.7,52.94,15.92,10.79,10.79,15.52,6.11,203,231.9,209.74,44.92,29.5,64.42,0.66,0.43,0.7,3056.57,65.22,0.66,0.44,0.71,3203.27,63.87,0.66,0.42,0.69,2954.78,63.68,0.66,0.41,0.68,3071.41,63.06,0.71,0.4,0.67,2.5,,,,,
18,20803,21,502482,4.59,95.41,27.23,37.91,0.48,1.76,0.72,26.75,27.27,31.78,28.14,5.88,0.99,7.29,5.35,10.88,1.48,0.36,0.37,2.81,0.38,1.9,49.98,62.57,62.84,63.1,36.93,41.74,36.9,4.11,42.5,53.22,15.89,11.81,11.72,15.66,6.55,198,219.56,204.69,45.06,28.93,64.6,0.66,0.43,0.7,3055.59,64.34,0.66,0.42,0.69,3144.37,64.63,0.66,0.43,0.7,2983.93,63.49,0.65,0.41,0.68,3051.37,62.7,0.71,0.4,0.67,2.48,,,,,
18,20804,185,54VQ52,4.65,95.35,27.47,36.52,0.46,1.66,0.87,27.01,27.1,30.46,27.64,5.83,0.86,7.28,5.07,10.75,1.45,0.36,0.39,2.62,0.41,1.95,46.96,62,62.04,62.08,31.81,38.36,37.92,4.69,43.9,52.15,16.16,11.56,11.55,16.97,6.55,207,229.47,213.44,44.32,30.25,64.54,0.67,0.43,0.7,3085.08,65.08,0.67,0.44,0.71,3217.03,64.25,0.66,0.42,0.69,2997.84,64.12,0.66,0.42,0.69,3116.66,63.49,0.71,0.41,0.68,2.51,,,,,
18,20805,20,502481,4.75,95.25,26.71,38.04,0.52,1.93,0.6,26.19,27.9,32.83,29.2,5.85,0.98,7.37,5.78,10.64,1.48,0.35,0.39,2.86,0.37,1.81,51.57,67.2,67.48,67.76,37.06,44.12,32.24,4.84,48.5,58.07,15.9,10.68,10.58,16.6,6.84,190,223.96,209.17,49.37,28.61,64.75,0.65,0.43,0.7,3045.26,65.16,0.66,0.44,0.71,3170.83,65.19,0.66,0.44,0.71,2993.97,64.47,0.65,0.43,0.7,3088.08,62.41,0.7,0.39,0.66,2.47,,,,,
