trait,term,Estimate,Std. Error,df,t value,lower,upper,Pr(>|t|)
ADF,FD1:locWA,31.349750645385,1.71551606638657,7.41136593419523,18.2742390232565,27.3384001035108,35.3611011872591,1.96074035676196e-07
ADF,FD2:locWA,32.4415492518243,1.71551606638657,7.41136593706196,18.910664777484,28.4301987102448,36.4528997934038,1.52862350871825e-07
ADF,FD3:locWA,31.528779594943,1.58876496344597,5.47295356216846,19.8448356555889,27.5486335938877,35.5089255959982,2.61245833366022e-06
ADF,FD4:locWA,30.9918690148292,1.71551606638657,7.41136593456593,18.0656244625608,26.9805184729932,35.0032195566653,2.13132675974292e-07
ADF,FD5:locWA,31.2112127551071,1.71551606638657,7.41136593679028,18.1934832128084,27.1998622134997,35.2225632967145,2.02487174406505e-07
ADF,FD6:locWA,32.0544495217738,1.71551606638657,7.41136593411779,18.685018549136,28.0430989798917,36.0658000636559,1.66812357984619e-07
ADF,FD1:year2018,30.5383324295254,1.65466820140486,6.42601750426967,18.4558646885204,26.5536893538808,34.52297550517,8.27699238978252e-07
ADF,FD2:year2018,31.2724318487181,1.65466820140489,6.4260174807021,18.8995182370498,27.2877887698032,35.2570749276329,7.1225751194207e-07
ADF,FD3:year2018,30.0597878185413,1.55862815133714,5.0694308925587,19.2860547223873,26.0696553660608,34.0499202710218,6.12065499080243e-06
ADF,FD4:year2018,30.8021624323038,1.65466820140489,6.42601748009581,18.615310553591,26.8175193533048,34.7868055113028,7.8388856318532e-07
ADF,FD5:year2018,31.4123269767483,1.65466820140489,6.42601748071088,18.9840639652577,27.4276838978347,35.396970055662,6.92426588760597e-07
ADF,FD6:year2018,32.8733672461928,1.65466820140489,6.42601748045985,19.8670447756727,28.8887241672443,36.8580103251413,5.19245213596359e-07
ADF,FD1:year2019,28.675903579525,1.57555230835813,5.29735364346892,18.2005404881847,24.6932506576895,32.6585565013606,5.57783184565098e-06
ADF,FD2:year2019,30.9372669632371,1.57555230835813,5.29735364438683,19.6358234500488,26.9546140415953,34.9199198848789,3.75010224583119e-06
ADF,FD3:year2019,30.5069455543356,1.51128291730234,4.48742961703105,20.1861247851533,26.4847297425158,34.5291613661553,1.41081578620543e-05
ADF,FD4:year2019,31.577807854525,1.57555230835813,5.29735364359252,20.0423735137248,27.5951549327155,35.5604607763344,3.36850436902226e-06
ADF,FD5:year2019,30.9486516503583,1.57555230835813,5.29735364392646,19.643049288925,26.9659987286193,34.9313045720973,3.74288563287033e-06
ADF,FD6:year2019,30.5643808003583,1.57555230835813,5.29735364380959,19.3991533243407,26.5817278785947,34.5470337221219,3.99586160912348e-06
ADF,FD1:year2020,29.1697548392968,1.96490712461428,12.4786753486518,14.8453606147023,24.9067331364638,33.4327765421298,2.66477847726186e-09
ADF,FD2:year2020,30.7911184756605,1.96490712461428,12.4786753503595,15.6705210592103,26.5280967728894,35.0541401784315,1.40090689320117e-09
ADF,FD3:year2020,28.8932396877817,1.75137201284846,8.0080360721327,16.4974885266033,24.8552739211737,32.9312054543896,1.81912803694233e-07
ADF,FD4:year2020,27.0230881726301,1.96490712461428,12.4786753503048,13.7528577478871,22.7600664698571,31.2861098754031,6.57177875109501e-09
ADF,FD5:year2020,30.0147548392968,1.96490712461428,12.4786753530296,15.2754063860341,25.7517331366227,34.2777765419709,1.89853716120047e-09
ADF,FD6:year2020,27.1514215059635,1.96490712461428,12.4786753506607,13.8181704192728,22.8883998032034,31.4144432087236,6.21556365287333e-09
ADF,locID:year2018,28.8656280242571,1.58185154703682,5.37661815915529,18.2480006283328,24.8835449408173,32.8477111076968,4.82165282304351e-06
ADF,locOR:year2018,31.0417250498056,1.53826676430809,4.80944818057029,20.1796760939369,27.0398943263862,35.0435557732251,7.80445906010591e-06
ADF,locWA:year2018,33.5718513019522,1.53826676430809,4.80944818033459,21.824466393547,29.5700205784709,37.5736820254334,5.37267199609842e-06
ADF,locID:year2019,30.6686590633119,1.50889030240072,4.4577422643216,20.325307290077,26.6436299456137,34.6936881810101,1.4465686149474e-05
