trait,term,Estimate,Std. Error,df,t value,lower,upper,Pr(>|t|)
Ca,FD4:locWA,1.15004368836119,0.0882829815735569,17.0757254474421,13.0267880384509,0.963845780858501,1.33624159586388,2.67712224189366e-10
Ca,FD5:locWA,1.29986097086941,0.0882829815735569,17.0757254781693,14.7238000767608,1.11366306339212,1.48605887834669,3.89090259658853e-11
Ca,FD6:locWA,1.39715146915941,0.0882829815735569,17.0757254593013,15.8258301232759,1.21095356166652,1.58334937665229,1.22871785909317e-11
Cprot,FD1,22.4686150441325,0.59368938786073,15.3659283823892,37.8457413987047,21.2058156912355,23.7314143970294,1.36973232371035e-16
Cprot,FD2,21.8558001081931,0.593689387860731,15.3659284566792,36.8135266607126,20.5930007558144,23.1185994605719,2.08581937872651e-16
Cprot,FD3,22.184639170233,0.570068219458731,13.1550238494455,38.9157620315985,20.9545553369185,23.4147230035476,5.67245630528746e-15
Cprot,FD4,22.3192094084172,0.593689387860731,15.3659284534419,37.594085164367,21.0564100560159,23.5820087608186,1.51603779591241e-16
Cprot,FD5,22.5121209864023,0.593689387860731,15.3659284495394,37.9190220453852,21.2493216339737,23.7749203388309,1.33001170844183e-16
Cprot,FD6,22.4133160045425,0.593689387860732,15.3659284567375,37.7525966655821,21.1505166521642,23.6761153569209,1.42205106004175e-16
Cprot,locID,24.7707502386996,0.863788352739115,8.86062965151703,28.6768745609388,22.812030043887,26.7294704335122,4.78821620667183e-10
Cprot,locOR,21.5586566783722,0.763232540280047,9.07547843597443,28.2465114373424,19.8342911094466,23.2830222472979,3.7080805176408e-10
Cprot,locWA,20.5474434438885,0.763079446077962,9.07626441555015,26.9270041926791,18.823446305422,22.271440582355,5.68965460256799e-10
Cprot,FD1:locID,25.2245246105215,0.982424315926804,14.4146172637752,25.6757942587415,23.1231058410528,27.3259433799901,1.92989515362378e-13
Cprot,FD2:locID,24.2227648574354,0.982424315926803,14.41461761651,24.6561129083863,22.1213460926416,26.3241836222293,3.41912132663132e-13
Cprot,FD3:locID,24.8781444589249,0.934450932382178,11.7838008446932,26.6232753340012,22.8380000727101,26.9182888451397,6.8370873266362e-12
Cprot,FD4:locID,25.1712232874697,0.982424315926802,14.4146176230397,25.6215393688863,23.0698045227624,27.272642052177,1.98842427264272e-13
Cprot,FD5:locID,24.1613758688055,0.982424315926803,14.41461761676,24.5936256636849,22.059957104015,26.262794633596,3.54367370425944e-13
Cprot,FD6:locID,24.9664683490406,0.982424315926803,14.414617624604,25.4131213410446,22.865049584354,27.0678871137272,2.23151895322912e-13
Cprot,FD1:locOR,22.2862300194321,0.87110596032967,14.8191238069466,25.5838336945805,20.4275358430399,24.1449241958244,1.12695749019278e-13
Cprot,FD2:locOR,21.0378884011655,0.871105960329674,14.8191237294857,24.150779996045,19.1791942239159,22.896582578415,2.59847230464111e-13
Cprot,FD3:locOR,21.6792187411289,0.829827998642224,12.1643455333777,26.1249545407009,19.8738843633758,23.484553118882,4.66929672000753e-12
Cprot,FD4:locOR,21.4673772228649,0.871105960329674,14.8191237270964,24.6438185484811,19.6086830455889,23.3260714001409,1.93921343573505e-13
Cprot,FD5:locOR,21.7962601611689,0.871105960329674,14.8191237317842,25.02136497025,19.9375659839448,23.654954338393,1.55573385002341e-13
Cprot,FD6:locOR,21.084965524473,0.871105960329674,14.8191237275512,24.2048229316366,19.2262713472021,22.943659701744,2.51574739128051e-13
Cprot,FD1:locWA,19.8950905024438,0.871745597539052,14.8165268797485,22.8221290232011,18.0350027525498,21.7551782523378,5.90791822066701e-13
Cprot,FD2:locWA,20.3067470659785,0.871745597539053,14.8165267925356,23.2943500068193,18.4466593151182,22.1668348168388,4.39553159201988e-13
Cprot,FD3:locWA,19.9965543106453,0.830393371573047,12.1512867853895,24.0808212049731,18.1897777570808,21.8033308642099,1.26049183581456e-11
Cprot,FD4:locWA,20.319027714917,0.871745597539053,14.8165267901902,23.3084374297706,18.4589399640308,22.1791154658033,4.35730884169742e-13
Cprot,FD5:locWA,21.5787269292325,0.871745597539052,14.8165267968763,24.7534682023626,19.7186391784203,23.4388146800447,1.82510856143404e-13
Cprot,FD6:locWA,21.188514140114,0.871745597539053,14.8165267982282,24.3058458797261,19.3284263893168,23.0486018909112,2.37716532196838e-13
DM,FD1,94.3808046206523,0.199556723753205,8.18515867599959,472.952265629369,93.9224316788126,94.839177562492,1.88350743683237e-19
DM,FD2,94.4246521136166,0.199556723753203,8.18515875035793,473.171990087361,93.9662791724832,94.8830250547501,1.87635992892557e-19
DM,FD3,94.4032327633605,0.196793343160227,7.73881541182976,479.707449689994,93.946746681706,94.859718845015,1.3633978350007e-18
DM,FD4,94.4279839715477,0.199556723753203,8.18515874042696,473.188686382371,93.9696110303199,94.8863569127755,1.87581819008517e-19
DM,FD5,94.4415845675494,0.199556723753203,8.185158740112,473.256840417705,93.9832116263186,94.8999575087802,1.87360828818857e-19
DM,FD6,94.3330718903115,0.199556723753203,8.18515873941679,472.713071833029,93.8746989490741,94.7914448315489,1.89132175102362e-19
DM,locID,94.5471456455365,0.357257222315027,7.68304315361377,264.647261804452,93.7173555219778,95.3769357690952,1.7110149773013e-16
DM,locOR,94.6578491371185,0.320869586614373,7.28263851401979,295.004117205037,93.9050418488312,95.4106564254058,4.06273471432858e-16
DM,locWA,94.000670180864,0.328647641388349,6.85990883878797,286.02265266157,93.2203131995138,94.7810271622142,3.06018937851289e-15
DM,FD1:locID,94.5029781383266,0.367944514394306,8.6423881570585,256.8402964069,93.6653499930429,95.3406062836103,4.39538604701122e-18
DM,FD2:locID,94.5916201252556,0.367944514394294,8.64238845227889,257.081207695055,93.7539919845366,95.4292482659746,4.35991491344964e-18
DM,FD3:locID,94.5980283873889,0.362665030366225,8.15423028981976,260.841328682455,93.7644666847489,95.431590090029,2.78547153222494e-17
DM,FD4:locID,94.6384864241178,0.367944514394294,8.64238847333864,257.208580972896,93.8008582837245,95.4761145645112,4.34129231658681e-18
DM,FD5:locID,94.5854483956087,0.367944514394294,8.64238847364952,257.064434161531,93.7478202552201,95.4230765359973,4.36237349654916e-18
DM,FD6:locID,94.3663124025213,0.367944514394294,8.64238847350207,256.468866122018,93.5286842621305,95.2039405429122,4.45069322108039e-18
DM,FD1:locOR,94.6109555767314,0.330129389452926,8.15864097062564,286.587497506708,93.8522447728684,95.3696663805945,1.26940176039038e-17
DM,FD2:locOR,94.6581884139228,0.330129389452928,8.15864097390311,286.730571218713,93.8994776101116,95.4168992177339,1.26424365909602e-17
DM,FD3:locOR,94.5987239171684,0.32555389280163,7.71328723839786,290.577769176946,93.8431101075896,95.3543377267472,7.34618411181037e-17
DM,FD4:locOR,94.7558461547188,0.330129389452928,8.15864097080415,287.026387780085,93.9971353508586,95.514556958579,1.25365335815598e-17
DM,FD5:locOR,94.6649900828169,0.330129389452928,8.15864097099553,286.751174258343,93.9062792789598,95.4237008866741,1.26350283482989e-17
DM,FD6:locOR,94.6583906773527,0.330129389452928,8.15864097033022,286.731183897972,93.899679873485,95.4171014812204,1.26422164029686e-17
DM,FD1:locWA,94.0284801468989,0.337694232053944,7.64560732597447,278.442659725022,93.2434279250232,94.8135323687745,1.35377686029385e-16
DM,FD2:locWA,94.0241478016715,0.337694232053946,7.64560732100964,278.429830529801,93.2390955797025,94.8092000236406,1.35425383612721e-16
DM,FD3:locWA,94.0129459855241,0.333222624833148,7.24682104645265,282.132541368098,93.2304074931086,94.7954844779396,6.53844922933503e-16
DM,FD4:locWA,93.8896193358064,0.337694232053946,7.64560732138991,278.031456932933,93.1045671138445,94.6746715577683,1.36915905297888e-16
DM,FD5:locWA,94.0743152242226,0.337694232053946,7.64560732114283,278.578389248871,93.289263002256,94.8593674461892,1.34874252294594e-16
DM,FD6:locWA,93.9745125910605,0.337694232053946,7.64560732110566,278.282847827997,93.1894603690932,94.7595648130277,1.35973175515854e-16
dNDF30,FD1,14.2913875087202,0.56945975218115,6.48564927700996,25.0963961087349,12.9228754094343,15.659899608006,1.05242757329923e-07
dNDF30,FD2,14.8193050378507,0.569459752181159,6.48564912917875,26.0234458731973,13.4507929316589,16.1878171440426,8.33503983809605e-08
dNDF30,FD3,14.0850993333243,0.560850615430266,6.1075240757301,25.1138163101036,12.718582664108,15.4516160025405,2.13769769177256e-07
dNDF30,FD4,14.2421043893177,0.56945975218116,6.48564912886685,25.0098524694102,12.8735922831113,15.6106164955241,1.07605507785511e-07
dNDF30,FD5,14.6280909403748,0.569459752181159,6.48564914255317,25.6876642894355,13.2595788348077,15.9966030459418,9.06103459507471e-08
dNDF30,FD6,14.4514818527585,0.569459752181159,6.48564914084941,25.3775298384233,13.0829697471119,15.8199939584051,9.79701891062392e-08
dNDF30,locID,15.1343181164119,0.782646244951385,9.27941849095214,19.3373675706474,13.3719426811194,16.8966935517045,8.1936164531376e-09
dNDF30,locOR,14.3982028238199,0.694960349289929,8.32352751198603,20.7180205871186,12.8063994668923,15.9900061807475,1.86577238100309e-08
dNDF30,locWA,13.7262135909413,0.700542553432157,8.48519347574996,19.5936899531551,12.1266980706533,15.3257291112292,2.31461765235841e-08
dNDF30,FD1:locID,15.5243469080047,0.86437675582167,13.6282890181049,17.9601623984525,13.6656880658389,17.3830057501705,7.05117030841199e-11
dNDF30,FD2:locID,15.5588636493554,0.864376755821685,13.6282876708835,18.0000949175976,13.7002047894433,17.4175225092675,6.84880430456262e-11
dNDF30,FD3:locID,14.4683510974651,0.843387828822417,12.3653446047226,17.1550390022424,12.6367704489309,16.2999317459992,5.4113012667045e-10
dNDF30,FD4:locID,15.1093872822255,0.864376755821686,13.6282876456598,17.480094392245,13.2507284219812,16.9680461424699,1.00547611325192e-10
dNDF30,FD5:locID,15.149418821573,0.864376755821684,13.6282878051889,17.526406997342,13.29075996343,17.0080776797159,9.71260327810767e-11
dNDF30,FD6:locID,14.9955409398478,0.864376755821682,13.6282877890851,17.3483852253673,13.1368820814928,16.8541997982029,1.11002840920939e-10
dNDF30,FD1:locOR,13.8198648341765,0.764650584103265,12.05562601314,18.0734378832439,12.1546865194287,15.4850431489244,4.23647874584894e-10
dNDF30,FD2:locOR,14.9062383843582,0.76465058410326,12.0556260179953,19.4941829565715,13.2410600696844,16.5714166990321,1.74982884690004e-10
dNDF30,FD3:locOR,14.3276501071479,0.748846281137738,11.077095487311,19.1329655605415,12.6808490452868,15.9744511690091,7.76040412623133e-10
dNDF30,FD4:locOR,14.1197144819631,0.76465058410326,12.0556260209019,18.4655773179353,12.4545361673336,15.7848927965927,3.29808482753876e-10
dNDF30,FD5:locOR,14.86105264577,0.76465058410326,12.055626024216,19.4350896405817,13.195874331191,16.5262309603491,1.81315673242158e-10
dNDF30,FD6:locOR,14.3546964895035,0.76465058410326,12.0556260004861,18.7728837039181,12.6895181745628,16.0198748044443,2.71984728169968e-10
dNDF30,FD1:locWA,13.5299507839793,0.771355387939383,12.3151787010785,17.5404891124485,11.8540698374177,15.2058317305408,4.4072109550261e-10
dNDF30,FD2:locWA,13.9928130798386,0.771355387939389,12.3151789182554,18.1405527187918,12.3169321364634,15.6686940232138,2.95455460718174e-10
dNDF30,FD3:locWA,13.4592967953599,0.755544321970378,11.3232175713594,17.8140400291269,11.8021280638227,15.116465526897,1.23066569463736e-09
dNDF30,FD4:locWA,13.4972114037644,0.771355387939389,12.3151789238386,17.4980451485807,11.8213304604712,15.1730923470577,4.5358245062912e-10
dNDF30,FD5:locWA,13.8738013537813,0.771355387939389,12.3151789142866,17.9862636220691,12.1979204103479,15.5496822972147,3.27061861646563e-10
dNDF30,FD6:locWA,14.0042081289241,0.771355387939389,12.3151789237906,18.1553254801722,12.3283271856302,15.6800890722181,2.92606737283654e-10
dNDF48,FD1,16.7625116224712,0.750078189657941,5.80898747124855,22.3476856860955,14.9124073649264,18.6126158800161,7.41681051012553e-07
dNDF48,FD2,17.1347945116258,0.750078189658008,5.80898749701788,22.8440111282776,15.2846902561472,18.9848987671045,6.53648660328729e-07
dNDF48,FD3,16.2293906003741,0.745900317855145,5.68328367160662,21.7581226497425,14.3792972755155,18.0794839252328,1.08402245079563e-06
dNDF48,FD4,16.5579276500861,0.750078189658005,5.80898750203793,22.0749354912394,14.7078233950101,18.4080319051622,7.9594425753974e-07
dNDF48,FD5,16.7057488340071,0.750078189658004,5.808987497453,22.2720098575644,14.8556445785634,18.5558530894508,7.56290305759609e-07
dNDF48,FD6,16.4613187073715,0.750078189658003,5.80898749601261,21.9461369952338,14.6112144518122,18.3114229629307,8.23176198889242e-07
dNDF48,locID,16.9926134534983,0.939792358185527,10.5902627222838,18.0812424207261,14.9143383404109,19.0708885665858,2.65697555749884e-09
dNDF48,locOR,16.916145874957,0.876107135552829,9.56822260523601,19.3083073844419,14.9520508719675,18.8802408779464,5.52342487782513e-09
dNDF48,locWA,16.0170866345127,0.88721664925537,9.90500293364463,18.0531853724292,14.0376717965553,17.9965014724701,6.60506033865564e-09
dNDF48,FD1:locID,17.7082427813039,1.01899476566556,14.5423134451645,17.3781489149631,15.5303379942463,19.8861475683615,3.93348739887428e-11
