cut,year,ID,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,dNDF30,IVTDMD30,dNDF48,IVTDMD48,Ca,P,K,Mg,Su_ESC,Su_WSC,Starch
5,2020,10104,93.7085571,26.9903145,23.8239384,26.3063679,11.5991821,1.9669275,4.2238498,15.1925135,86.0533142,15.5403681,88.4797821,1.833227,0.3584121,2.173538,0.4494047,6.4268112,9.494091,1.0268767
5,2020,10115,93.7465286,24.9219799,26.1396828,28.6233521,11.6450453,1.9462007,4.7018189,15.842124,84.2711105,16.3653793,86.4516983,1.8051599,0.3470437,2.2853653,0.4439408,6.1383448,9.4719305,0.8889766
5,2020,10205,93.6194305,16.1793804,26.6508617,33.3653641,9.2011633,1.9419651,5.2599678,11.7758322,78.403923,15.9195852,82.6850281,1.3670582,0.2350269,1.3688129,0.3791745,9.1956425,11.632843,5.0136604
5,2020,10206,93.7473221,25.9731274,24.7600765,27.9710007,11.3421555,2.0147412,4.5303316,14.5557318,83.1992111,15.5112648,86.5809021,1.8438514,0.3459434,2.2135277,0.4261019,6.3027415,9.1317654,1.1705935
5,2020,10214,93.7248535,25.6002045,25.5355453,28.4757767,10.7157011,1.9414771,5.0454054,14.3662128,82.6058578,14.6016798,86.1981277,1.6415337,0.3274064,2.2016363,0.4132549,6.5333457,9.0893497,0.9525867
5,2020,10302,93.6543427,24.8924541,24.6339626,27.6213169,11.0575733,1.9888669,4.6774044,14.900218,83.932251,15.2866287,86.8505249,1.7612265,0.3287869,2.1934299,0.4113982,6.7276053,9.5429964,1.4319365
5,2020,10312,93.649292,26.1502781,24.6536942,27.3737049,11.3260117,2.0132065,4.6905861,15.0859823,84.9996262,15.8353024,87.3641968,1.8486644,0.3447337,2.1297352,0.4692939,6.0794597,9.3728666,0.8086798
5,2020,10407,93.9494934,25.5363178,25.6449623,28.5633144,10.9089661,2.0176382,4.9617224,14.7365837,83.6098633,15.8293943,86.2554626,1.6088705,0.3583254,2.419281,0.3859006,6.0465288,9.021512,0.7256529
5,2020,10413,93.810379,17.3580589,25.7016068,31.3498917,9.7112551,1.9506023,5.1682901,11.2309427,79.7249298,14.8373804,83.7100601,1.4953117,0.2449627,1.3765767,0.3687388,9.0759449,11.5306168,4.9037085
5,2020,10419,93.5243454,23.428442,24.4559689,28.5064507,10.5411081,2.2401464,4.7701588,14.2318439,82.2632523,15.2029171,86.2179642,1.9816555,0.3035992,1.9547714,0.4443684,7.2123675,9.7461863,1.2880833
5,2020,10508,93.5026245,24.2122116,24.1922665,27.857748,10.6153889,2.1527667,4.7361116,14.790062,83.4198303,15.4771471,87.3612061,1.9063469,0.308428,1.8711236,0.4735499,7.0400085,9.7123013,1.1964459
5,2020,10514,93.7364883,24.9280586,22.8078995,26.3736782,10.1743116,2.4141078,4.6514983,13.7089539,83.3166122,14.4794245,87.7013245,1.7812467,0.3166673,1.9783806,0.4426337,7.342742,9.7329073,1.0473845
5,2020,10604,93.5950089,22.0073776,26.0120449,30.551609,10.5599365,2.158756,5.2397585,14.4006338,80.970993,15.550786,85.2781754,1.7984904,0.2903727,1.7877731,0.4367511,6.8893819,9.440011,1.34832
5,2020,10613,93.6777344,17.5250626,28.187891,34.759903,9.2283087,2.2107375,5.7641177,13.8015757,78.1574478,17.0028076,82.5262833,1.6381905,0.2575906,1.435813,0.4071344,7.9109364,10.5286274,2.2194231
5,2020,10702,93.5863342,23.2028484,25.1218605,29.2257805,10.4648495,2.1689851,5.1518207,13.4565077,82.1358643,14.8527184,86.2240524,1.7342433,0.3010865,1.9854019,0.4295846,7.1172848,9.6965704,0.9667621
5,2020,10715,93.6774597,24.0158539,23.9479275,27.5284348,10.6611595,2.1274912,4.7403603,14.1406975,83.5854568,14.8668947,86.9689789,1.8711638,0.3038698,1.978624,0.440804,7.2796741,9.8761587,0.9651523
5,2020,10802,93.6668701,19.9923954,26.1631012,31.9156494,9.8769588,2.189326,5.3834081,13.8120842,79.0887604,15.9325027,84.3094711,1.7059209,0.2606599,1.6196169,0.4371333,7.8209643,10.2398014,1.9126874
5,2020,10805,93.5625,19.8897629,26.5683212,31.6458893,9.3566036,2.2581055,5.5809741,12.4912739,78.911705,14.5870876,83.277916,1.7177931,0.2722138,1.5850449,0.421599,7.904326,10.1929016,2.4164386
5,2020,10816,93.554718,22.9464016,23.725214,27.6858921,10.9226017,2.2291083,4.8204665,13.6829128,82.6257935,14.7625561,86.841011,1.9484268,0.2887115,1.6972942,0.4803065,7.7028947,10.1590748,1.6598604
5,2020,10817,93.6619492,23.4988499,22.9478836,26.7617836,11.0634851,2.4751308,4.4938531,13.6998472,83.2889099,14.6526651,87.4000854,1.9814032,0.3032382,1.8116021,0.4988631,7.6225367,10.1360083,1.0609496
5,2020,10907,93.7202454,18.4786701,26.9974365,33.4560356,9.519927,2.1836591,5.5718632,13.470295,78.1603546,16.3721828,83.3004379,1.70877,0.2541762,1.4065558,0.4034107,7.8417282,10.3103809,2.6127815
5,2020,10910,93.8833542,22.9640274,25.5040588,29.5513477,9.6863213,2.111928,5.4435024,13.0113831,80.8673248,14.8522511,84.3723526,1.642915,0.3091548,1.791783,0.4167463,7.1532035,9.6588926,1.5037749
5,2020,11016,93.6388397,24.7346401,23.2421703,26.6766338,11.2700834,2.239645,4.5175204,12.9619732,83.2515793,13.8060513,87.5585709,1.9202857,0.310963,1.8525827,0.4598335,7.3847561,9.8518257,1.1296091
5,2020,11019,93.6215973,23.2008553,24.0312691,28.1857071,10.4785566,2.2543719,4.9265609,13.6674461,82.2479324,14.9362144,85.8599091,1.9466155,0.291283,1.6723058,0.4653368,7.2592435,9.8953476,1.1186968
5,2020,11102,93.6818695,26.0185928,23.4741955,26.7523041,10.895957,2.1377218,4.773026,13.0278625,83.4798431,14.0287027,87.2235718,1.8234137,0.3211536,1.8077534,0.4563058,6.8050175,9.3441048,0.9686189
5,2020,11117,93.7249527,21.2963886,27.1326523,32.0888367,10.10291,2.0107419,5.7009521,14.3346987,78.9006805,15.8172264,83.2415848,1.7451047,0.2813807,1.7342238,0.4205215,6.9569187,9.5947084,1.2647417
5,2020,11120,93.586235,25.4248352,23.3852596,26.4817104,11.2009735,2.1720216,4.5268211,14.32726,84.6705399,14.7825298,88.1217346,2.0005243,0.3246356,1.8892186,0.4700885,6.8787894,9.6836996,0.7831832
