cut,block,position,gen,loc,year,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,dNDF30,IVTDMD30,NDFD30,dNDF48,IVTDMD48,NDFD48,Ca,P,K,Mg,Su_ESC,Su_WSC,Starch
1,8,15,47,WA,2020,94.81,19.04,33.04,38.93,8.87,2.26,7.14,15.42,77.36,39.62,17.9,78.19,45.99,1.31,0.31,2.22,0.28,6.48,8.83,1.57
1,8,18,48,WA,2020,95.01,14.84,32.04,39.35,6.13,2.23,7.62,11.11,74.84,28.23,15.87,76.72,40.32,1.37,0.24,1.11,0.29,9.14,11.14,4.54
1,10,1,49,WA,2020,95.35,19.41,31.86,38.41,8.4,2.05,6.84,14.5,77.59,37.75,17.97,78.27,46.78,1.18,0.31,2.07,0.28,6.49,8.92,2.67
1,3,10,50,WA,2020,95.15,21.07,29.79,34.97,9.07,1.88,7.23,14.76,78.44,42.21,16.51,79.56,47.22,1.5,0.3,2.29,0.31,6.39,9.2,1.19
1,7,14,51,WA,2020,95.3,18.35,32.8,39.33,7.14,2,7.36,15.79,76.85,40.14,18.02,76.9,45.82,1.3,0.29,1.78,0.3,7.06,9.37,1.18
1,2,18,52,WA,2020,94.68,21.23,32.15,36.93,8.54,1.73,7.06,15.93,78.49,43.15,17.33,79.33,46.92,1.53,0.31,2.06,0.35,6.51,8.95,1.07
1,4,5,53,WA,2020,94.93,21.12,31.19,35.73,10.46,1.98,6.98,15.97,79.07,44.71,16.59,79.88,46.42,1.84,0.3,2.03,0.35,6.43,9.3,1.11
1,7,8,54,WA,2020,95.72,17.71,33.03,38.68,9.19,1.76,7.48,14.42,75.89,37.29,17.84,76.16,46.13,1.49,0.28,1.86,0.25,6.55,9.71,2.86
1,9,8,55,WA,2020,95.39,18.17,33.33,39.86,8.96,1.69,7.31,14.41,75.3,36.14,17.38,76.65,43.59,1.3,0.27,1.7,0.27,6.7,9.32,2.45
1,4,8,56,WA,2020,95.42,22.24,30.21,35.37,8.04,1.8,6.97,15.66,79.27,44.27,17.04,79.92,48.18,1.51,0.3,1.97,0.35,6.49,9.16,1.28
1,10,5,57,WA,2020,94.7,20.66,31.82,37.3,8.36,1.93,6.93,15.27,78.74,40.94,16.68,79.86,44.73,1.56,0.3,1.57,0.37,7.74,9.96,1.68
1,8,12,58,WA,2020,94.72,18.85,29.24,34.5,9.41,2.04,6.27,13.02,79.92,37.75,15.58,81.03,45.15,1.34,0.27,1.89,0.3,8.05,10.34,4.33
1,10,17,59,WA,2020,95.09,21.96,29.27,33.84,8.91,2.04,6.63,14.9,80.29,44.03,15.7,81.27,46.4,1.61,0.3,1.69,0.4,7.6,10.01,1.52
1,11,13,60,WA,2020,95.14,20.17,33.17,39.4,8.12,1.79,7.15,16.22,77.58,41.17,18.62,79.15,47.25,1.26,0.31,2.11,0.3,6.66,8.94,0.65
1,4,19,61,WA,2020,94.92,21.16,30.72,35.05,10.02,1.95,6.67,15.65,79.92,44.64,16.52,80.8,47.14,1.61,0.31,2.06,0.34,6.9,9.56,1.58
1,11,15,62,WA,2020,95.43,17.98,34.43,41.39,7.47,1.76,7.42,15.9,75.11,38.41,18.37,76.36,44.37,1.27,0.28,1.79,0.31,7.16,9.41,1.21
1,9,3,63,WA,2020,95.24,20.1,29.16,34.58,9.08,1.96,6.37,14.86,80.39,42.98,16.28,80.88,47.07,1.49,0.29,1.83,0.36,8.04,10.55,2.33
1,7,11,64,WA,2020,95.51,16.89,26.54,32.27,9.74,1.98,5.88,9.65,80.1,29.91,14.87,81.48,46.06,1.23,0.24,1.53,0.27,8.71,11.1,8.12
1,11,18,65,WA,2020,95.45,18.27,27.82,33.39,9.81,2,6.25,12.53,80.12,37.52,16.05,81.68,48.08,1.49,0.25,1.77,0.31,8.22,10.92,4.46
1,3,13,66,WA,2020,94.83,18.16,32.34,38.05,7.55,1.96,7.22,14.08,76.26,36.99,16.26,77.3,42.72,1.35,0.27,1.67,0.32,7.71,9.77,2.28
1,5,15,67,WA,2020,95.31,20.34,32.81,38.44,8.81,1.97,7.36,15,77.55,39.01,18.65,78.53,48.52,1.24,0.33,2.21,0.28,6.18,8.81,1.77
1,4,15,68,WA,2020,95.47,21.08,32.12,38.08,8.6,1.83,7.28,15.89,77.89,41.71,18.97,77.32,49.82,1.32,0.33,2.13,0.3,5.75,8.62,1.38
1,1,10,69,WA,2020,95.01,21.89,29.31,33.82,8.95,1.88,6.64,15.25,79.99,45.09,15.46,80.94,45.71,1.7,0.29,1.79,0.36,7.68,10.18,1.22
1,7,20,70,WA,2020,95.4,17.68,34,40.5,8.7,1.7,7.64,15.13,74.36,37.35,18.59,75.52,45.91,1.39,0.27,1.94,0.27,6.13,8.99,1.64
1,6,17,71,WA,2020,95.04,20.23,33.73,39.13,8.17,1.82,7.56,15.5,76.01,39.61,17.03,76.93,43.51,1.4,0.3,2.16,0.29,6.13,8.42,0.65
1,7,5,72,WA,2020,95.29,19.16,33.3,39.06,8.21,1.93,7.08,15.95,77.25,40.83,18.53,78.03,47.44,1.26,0.31,2.04,0.29,6.3,8.81,2.11
1,4,9,73,WA,2020,95.45,19.43,32.55,38.42,9.26,1.87,7.43,15.15,76.51,39.43,17.71,77.53,46.09,1.33,0.29,1.98,0.27,6,8.78,1.69
1,7,19,74,WA,2020,95.37,20.43,29.3,34.06,9.13,2.02,6.61,15.16,80.09,44.52,16.38,81.43,48.09,1.51,0.29,2.04,0.34,7.85,10.2,1.69
1,8,13,75,WA,2020,93.79,22.84,25.3,29.71,8.23,2.45,5.51,13.44,84.15,45.24,14.6,84.4,49.14,1.38,0.34,2.01,0.37,8.53,10.74,2.9
1,2,7,76,WA,2020,94.79,22.1,29.61,34.13,9.22,2.07,6.4,16.11,81.35,47.21,16.58,81.92,48.57,1.6,0.32,2.02,0.37,7.28,9.71,1.02
1,1,9,77,WA,2020,95.25,22.83,27.43,31.51,10.22,1.97,6.41,15.56,82.59,49.36,16.02,82.76,50.84,1.7,0.3,2.08,0.37,6.52,9.47,0.79
1,2,11,78,WA,2020,94.77,23.27,28.05,32.81,8.93,2.13,6.26,16.58,82.38,50.53,16.51,82.3,50.32,1.67,0.32,2.1,0.4,6.95,9.38,0.88
1,6,12,79,WA,2020,95.15,22.22,30.29,35.45,8.93,2.14,6.91,17.05,80.57,48.11,18.47,81.17,52.1,1.43,0.34,2.58,0.31,5.62,8.48,0.89
1,6,7,80,WA,2020,95.11,20.77,32.5,38.13,9.52,2.02,7.1,16.11,78.91,42.26,19.38,79.06,50.82,1.32,0.34,2.21,0.29,5.31,8.25,1.77
1,11,16,81,WA,2020,95.41,17.36,34.33,41.43,7.28,1.8,7.61,15.34,74.8,37.03,18.5,76.18,44.65,1.34,0.25,1.79,0.29,7.09,9.34,1.82
1,2,13,82,WA,2020,94.73,18.72,36.55,43.06,9.46,1.67,7.94,16.67,73.55,38.71,19.29,74.94,44.8,1.37,0.31,2.12,0.28,5.16,7.97,0.98
1,11,7,83,WA,2020,95.36,19.04,35.14,41.45,8.11,1.94,7.51,15.85,75.64,38.24,18.23,75.04,43.97,1.18,0.32,2.17,0.26,5.99,8.19,1.6
1,1,12,84,WA,2020,95.12,21.63,28.75,34,8.81,2.1,6.51,15.4,80.95,45.3,16.25,81.66,47.78,1.58,0.3,1.7,0.38,7.88,10.24,1.38
1,10,13,85,WA,2020,95.79,23.63,29.81,34.68,8.63,1.99,6.86,16,81.03,46.13,17.47,81.56,50.37,1.44,0.34,1.94,0.37,6.26,8.79,0.96
1,9,17,86,WA,2020,94.82,20.77,31.23,36.16,10.14,1.94,6.83,16.45,78.28,45.49,16.97,78.17,46.94,1.74,0.32,2.15,0.35,6.19,9.02,1.07
1,5,18,87,WA,2020,94.9,19.55,31.24,36.61,9.12,2.01,6.87,14.85,79.04,40.56,16.93,79.79,46.25,1.29,0.3,2.03,0.31,7.09,9.43,1.81
1,10,11,88,WA,2020,95.44,21.2,30.31,35.21,9.48,2,6.79,15.46,79.67,43.91,17.85,80.8,50.69,1.45,0.32,2.14,0.31,6.6,9.49,1.24
1,4,11,89,WA,2020,95.06,19.3,34.86,40.44,9.74,1.72,7.55,16.68,75.85,41.24,18.35,76.9,45.37,1.37,0.31,2.1,0.29,5.95,8.69,1.15
1,2,19,90,WA,2020,94.37,23.34,26.99,30.94,8.68,2.13,6.15,15,83.36,48.48,14.83,83.4,47.92,1.73,0.32,1.83,0.4,7.71,10.1,1.52
1,3,1,91,WA,2020,93.71,20.65,33.23,38.19,9.11,2.03,7.21,15.81,78.31,41.41,17.86,78.93,46.77,1.36,0.32,2.43,0.3,5.37,7.94,1.15
1,10,2,92,WA,2020,95.08,17.05,34.13,40.65,8.58,1.79,7.32,14.87,74.36,36.59,16.95,76.82,41.69,1.56,0.25,1.42,0.3,7.81,10.07,2.63
1,8,3,93,WA,2020,95.47,21.91,30.82,36.43,9.74,2.07,6.96,15.59,79.71,42.79,18.54,79.61,50.89,1.38,0.34,2.18,0.29,5.32,8.41,1.63
1,4,12,94,WA,2020,95.03,18.39,31.94,37.86,9.4,1.85,7.07,13.12,76.29,34.65,16.67,78.18,44.03,1.35,0.28,1.8,0.28,6.81,9.28,3.71
1,6,19,95,WA,2020,95.53,21.65,31.88,36.82,9.12,1.92,7.04,16.39,79.31,44.5,18.01,79.74,48.9,1.35,0.32,2.22,0.32,5.89,8.56,0.97
1,10,4,96,WA,2020,95.85,19.53,34.06,40.04,9.02,1.82,7.49,16.09,76.18,40.18,18.77,77.44,46.89,1.18,0.31,2.17,0.28,5.82,8.35,1.99
1,9,1,97,WA,2020,93.41,20.83,32.08,37.03,9.89,2.05,6.99,16.57,79.06,44.74,16.7,79.47,45.09,1.74,0.29,2.03,0.35,6.08,8.72,1.4
1,8,4,98,WA,2020,95.59,19.19,33.71,39.85,8.92,1.77,7.52,14.93,75.24,37.45,17.13,76.79,42.99,1.47,0.28,1.74,0.31,7.16,9.45,1.52
1,5,13,99,WA,2020,95.53,20.08,33.23,38.22,8.91,1.84,7.18,16.96,78.64,44.38,18.88,79.3,49.4,1.21,0.31,2.21,0.29,6.02,8.53,1.25
1,4,17,100,WA,2020,94.83,19.85,34.73,40.12,8.76,1.86,7.33,17.28,77.49,43.08,18.54,77.98,46.21,1.49,0.3,1.99,0.31,6.4,8.72,1.23
1,10,8,101,WA,2020,95.01,20.92,31.33,36.2,9.33,1.92,7.03,15.58,79.81,43.03,16.51,79.64,45.62,1.57,0.3,1.81,0.35,6.94,9.68,1.37
1,9,11,102,WA,2020,94.91,20.86,30.74,35.58,9.44,2.05,6.74,15.34,80.42,43.1,17.06,79.99,47.94,1.33,0.32,2.35,0.3,6.41,8.99,1.89
1,5,4,103,WA,2020,94.96,21.03,32.95,38.33,9.97,1.8,7.27,16.31,78.4,42.56,17.81,78.33,46.46,1.39,0.32,2.34,0.29,5.49,8.25,1.23
1,2,6,104,WA,2020,95.47,21.92,31.92,36.74,9.42,1.65,6.99,16.69,79.31,45.43,18.03,79.42,49.07,1.61,0.31,1.99,0.34,6.01,9.1,0.61
1,10,18,105,WA,2020,94.43,20.36,32.82,38.18,9.2,1.93,7.3,15.47,77.58,40.52,17.03,77.83,44.6,1.43,0.31,2.1,0.3,6.2,8.83,1.47
1,5,20,106,WA,2020,95.07,19.4,35.72,41.89,7.94,1.92,7.77,15.61,75.22,37.25,17.72,74.72,42.31,1.21,0.33,2.21,0.24,6.03,8.38,1.09
1,2,8,107,WA,2020,94.73,20.29,32.32,38.01,9.3,1.82,7.26,15.08,76.48,39.68,16.46,77.41,43.3,1.9,0.29,1.65,0.36,6.98,9.7,1.4
1,5,6,108,WA,2020,95.74,19.42,30.83,36.29,9.7,1.77,6.8,14.17,78.18,39.06,16.96,79.64,46.74,1.5,0.29,1.87,0.29,7.39,10.11,3.25
1,11,6,109,WA,2020,95.44,21.92,28.45,33.15,9.89,2.02,6.38,15.32,81.21,46.21,17.17,81.73,51.79,1.47,0.32,2.22,0.31,6.39,9.26,2.09
1,9,4,110,WA,2020,95.4,20.48,33.17,38.45,9.23,2.04,7.21,16.65,78.16,43.32,18.55,79.11,48.25,1.24,0.33,2.38,0.29,5.96,8.46,1.34
1,3,11,111,WA,2020,94.68,19.86,30.65,36.15,7.19,1.92,6.98,13.6,78.51,37.62,15.88,79.03,43.92,1.29,0.3,1.78,0.32,7.85,9.82,2.26
1,8,2,112,WA,2020,95.05,20.08,31.74,37.11,8.66,1.88,7.21,15.82,78.45,42.63,16.9,78.36,45.52,1.67,0.28,1.85,0.36,6.61,9.28,1.54
1,6,15,113,WA,2020,94.83,20.66,33.31,38.5,9.59,1.82,7.31,16.11,77.25,41.85,17.75,78.32,46.09,1.42,0.31,2.28,0.3,5.63,8.28,1.11
1,3,9,114,WA,2020,95.32,19.76,31.49,36.72,9.25,1.93,6.92,15.81,78.6,43.05,17.56,79.09,47.82,1.48,0.28,2.03,0.31,6.43,9.19,1.71
1,4,2,115,WA,2020,95.18,19.8,34.08,39.56,8.31,1.71,7.76,15.9,76.04,40.19,17.85,76.81,45.13,1.25,0.3,2.21,0.28,5.65,8.22,1.08
1,1,19,116,WA,2020,94.91,20.99,32.66,37.37,8.14,1.86,7.65,15.85,77.31,42.42,16.73,77.84,44.76,1.6,0.3,1.93,0.34,6.5,8.94,0.84
1,6,10,117,WA,2020,94.96,19.36,32.47,38.26,9.11,1.94,7.13,14.95,76.72,39.06,17.56,77.56,45.89,1.41,0.3,2.03,0.29,6.14,8.74,2.39
1,6,11,118,WA,2020,95.53,14.81,33.62,40.98,7.92,1.95,7.71,13.06,72.95,31.86,17.02,75.59,41.52,1.48,0.22,1.27,0.29,7.93,10.42,3.69
1,3,5,119,WA,2020,95.49,18.97,32.99,38.36,8.28,1.97,7.49,15.57,76.95,40.58,17.55,76.81,45.74,1.31,0.3,2.19,0.28,6.21,8.63,1.18
1,4,18,120,WA,2020,95.16,21.36,30.57,35.65,8.61,2.17,7.17,15.66,79.2,43.92,17.45,78.92,48.95,1.44,0.33,2.31,0.32,5.82,8.38,0.92
1,1,11,121,WA,2020,95.23,22.65,31.73,36.58,9.57,1.92,6.87,16.94,79.65,46.31,17.96,79.89,49.1,1.32,0.34,2.4,0.32,5.55,8.22,0.67
1,9,14,122,WA,2020,95.67,20.94,34.78,39.99,9.36,1.71,7.55,18.53,78.16,46.35,19.57,77.83,48.93,1.42,0.32,2.29,0.3,5.25,8.5,0.18
1,1,1,123,WA,2020,95.2,19.66,34.97,40.76,9.48,1.53,7.72,16.06,74.84,39.4,17.29,76.07,42.41,1.6,0.28,1.94,0.32,6.08,8.79,1
1,5,1,124,WA,2020,95.63,19.67,29.77,35.48,7.9,2,6.7,14.38,79.2,40.53,16.72,78.98,47.12,1.29,0.29,1.91,0.3,7.86,10.21,1.91
1,1,14,125,WA,2020,95.34,21.36,30.45,35.16,8.9,2.22,7.03,15.07,79.65,42.85,17.56,79.92,49.94,1.3,0.33,2.34,0.3,5.63,8.15,1.16
1,1,5,126,WA,2020,94.29,22.09,30.55,35.23,8.56,1.84,6.64,16.37,80.63,46.47,16.88,80.77,47.9,1.54,0.31,2.12,0.35,6.7,9.17,0.94
1,5,9,127,WA,2020,95.1,19.69,31.99,37.68,8.4,1.89,7.53,14.46,76.95,38.38,17.18,77.74,45.6,1.32,0.29,2.11,0.28,6.2,8.98,1.79
1,5,3,128,WA,2020,95.25,21.53,29.97,34.77,8.27,1.89,6.87,14.67,79.74,42.2,15.79,80.57,45.42,1.37,0.31,1.83,0.34,7.54,9.79,1.8
1,7,18,129,WA,2020,95.26,21.99,32.23,37.26,9.99,2.04,7.02,16.61,79.93,44.56,18.34,79.31,49.22,1.36,0.35,2.39,0.29,5.1,8.16,0.98
1,5,17,130,WA,2020,95.01,20.6,28.76,33.5,9.46,2.08,6.29,14.73,81.06,43.96,16.07,81.52,47.98,1.43,0.3,1.99,0.33,7.81,10.31,2.09
1,4,10,131,WA,2020,95.35,17.89,33.38,39.36,8.67,1.85,7.22,14.46,75.81,36.74,17.65,77.33,44.83,1.26,0.29,1.83,0.27,7.04,9.44,3.49
1,9,13,132,WA,2020,94.85,21.73,29.8,35,8.78,2.28,6.63,15.41,80.36,44.03,16.52,81.11,47.21,1.45,0.32,2.01,0.35,7.25,9.45,1.26
1,1,13,133,WA,2020,95.28,20.34,32.52,38.22,8.8,1.98,7.24,15.41,77.3,40.31,18.2,77.73,47.62,1.35,0.31,2,0.3,5.62,8.35,1.77
1,11,3,134,WA,2020,94.77,21.48,27.74,32.36,9.93,2.18,6.03,14.64,82.29,45.25,16,82.6,49.45,1.43,0.31,2.21,0.33,7.31,9.8,2.33
1,7,7,135,WA,2020,94.93,22.3,32.39,37.39,8.04,1.75,7.2,17,79.91,45.47,18.89,79.4,50.53,1.53,0.34,2.03,0.35,5.94,8.76,0.75
1,4,3,136,WA,2020,94.39,20.49,32.09,36.92,9.49,1.94,7.01,16.22,78.29,43.92,16.62,79.92,45.03,1.63,0.29,2.07,0.33,6.68,9.04,0.88
1,8,7,137,WA,2020,94.77,19.2,30.8,36,8.98,1.97,6.61,14.6,78.67,40.55,16.48,80.08,45.79,1.34,0.29,1.94,0.3,7.93,10.11,2.46
1,5,16,138,WA,2020,95.28,20.64,32.52,37.68,7.27,1.99,7.36,16.07,78.09,42.66,17.85,77.68,47.38,1.33,0.31,1.99,0.34,6.45,8.75,0.61
1,1,8,139,WA,2020,95.06,19.44,35.99,41.55,8.91,1.59,7.76,17.3,75.82,41.62,18.76,75.75,45.16,1.51,0.31,1.82,0.31,6.17,8.89,1.18
1,2,20,140,WA,2020,95.28,19.46,32.89,37.81,10.08,1.87,7.29,15.78,77.44,41.74,17.86,78.26,47.23,1.62,0.29,1.99,0.33,6.12,8.99,2.42
1,8,11,141,WA,2020,95.79,19.35,33.46,38.64,8.72,1.83,7.57,15.72,76.02,40.68,17.39,77.68,45,1.41,0.29,1.99,0.3,6.57,9.13,1.02
1,10,12,142,WA,2020,95.52,19.08,32.92,38.17,8.49,1.93,7.48,16.05,77.22,42.06,18.31,78.79,47.98,1.32,0.3,2.3,0.3,6.34,8.98,1.69
1,7,4,143,WA,2020,95.34,21.72,31.72,37.77,8.35,1.97,7,15.12,78.51,40.04,18.04,79.35,47.76,1.18,0.34,2.13,0.31,6.13,8.62,1.78
1,11,20,144,WA,2020,95.28,15.29,32.51,38.93,8.26,1.96,7,12.72,76.15,32.66,16.65,75.95,42.78,1.32,0.25,1.64,0.26,8.02,10.38,5.35
1,3,7,145,WA,2020,95.26,22.1,30.81,36.28,9.53,1.94,6.91,16.47,79.51,45.4,17.64,80.06,48.63,1.67,0.31,1.87,0.37,6.57,9.36,0.73
1,2,2,146,WA,2020,95.62,19.9,33.48,38.56,8.22,1.88,7.47,15.54,77.3,40.3,17.29,76.52,44.83,1.59,0.3,2.03,0.3,6.5,9.21,0.65
1,11,10,147,WA,2020,95.19,20.18,31.1,36.64,8.72,1.96,6.8,15.37,78.81,41.95,17.02,79.89,46.45,1.52,0.29,1.74,0.35,7.53,10.02,1.62
1,10,15,148,WA,2020,95,16.67,30.09,36.48,9.19,2.07,6.66,13.12,77.81,35.97,16.38,79.53,44.91,1.47,0.24,1.6,0.31,8.21,10.69,4.64
1,4,1,149,WA,2020,94.96,22.05,31.76,36.32,9.3,1.94,6.95,16.19,79.62,44.57,17.4,79.83,47.89,1.28,0.33,2.28,0.32,5.62,8.21,0.69
1,7,3,150,WA,2020,94.74,19.22,33.04,38.97,9.84,1.91,7.28,16.12,77.09,41.36,16.66,78.16,42.76,1.79,0.27,1.68,0.37,7.24,9.71,1.18
1,6,2,151,WA,2020,95.77,20.25,33.03,37.68,8.97,2,7.34,16.06,77.03,42.63,17.54,78.25,46.54,1.47,0.3,2.01,0.32,6.27,8.93,0.43
1,11,4,152,WA,2020,95.2,18.58,28.92,34.88,9.19,2.05,6.39,13.69,79.02,39.26,16.83,80.1,48.26,1.27,0.28,1.91,0.3,7.53,10.05,3.58
1,10,20,153,WA,2020,95.32,21.85,29.7,35.29,7.89,2,6.66,16.66,80.41,47.2,17.08,80.8,48.38,1.71,0.3,1.84,0.38,7.61,10.12,0.79
1,6,5,154,WA,2020,95.23,20.22,27.48,32.18,8.76,2.24,6.24,13.01,81.22,40.43,15.8,81.13,49.09,1.28,0.32,2.11,0.31,7.36,9.86,3.85
1,9,16,155,WA,2020,94.22,20.38,32.2,37.43,9.58,1.87,7.11,14.92,77.95,39.86,16.71,78.85,44.64,1.42,0.31,2.14,0.29,6.52,9.16,1.78
1,2,16,156,WA,2020,94.52,21.65,28.86,33.58,9.96,2.1,6.57,15.24,80.2,45.39,15.85,81.33,47.22,1.64,0.3,1.99,0.36,7.09,9.6,1.24
1,11,14,157,WA,2020,95.45,19.39,34.19,40.31,8.3,1.72,7.65,15.94,75.87,39.55,17.22,76.81,42.73,1.61,0.27,1.58,0.34,6.93,9.53,0.79
1,2,9,158,WA,2020,95.65,18.23,37.07,43.27,7.27,1.88,8.26,15.96,72.93,36.88,18.41,72.62,42.54,1.33,0.3,1.87,0.27,5.74,8.07,0.42
1,1,7,159,WA,2020,95.25,21.76,31.64,36.94,9.68,1.85,6.99,17.07,79.15,46.21,17.86,79.4,48.35,1.6,0.31,2.09,0.35,5.87,8.68,0.7
1,11,12,160,WA,2020,95.53,17.06,35.74,42.37,9.14,1.67,7.84,14.69,73.51,34.68,17.48,74.87,41.25,1.28,0.27,1.92,0.25,6.38,8.84,1.95
1,5,19,161,WA,2020,95.21,20.61,31.98,36.31,9.22,1.91,7.05,16.46,79,45.33,16.4,79.42,45.17,1.9,0.28,1.81,0.37,7.22,9.88,0.8
1,1,3,162,WA,2020,95.73,18.51,34.06,40.37,9.27,1.72,7.62,15.06,75.03,37.3,18.16,75.77,44.98,1.45,0.28,1.86,0.28,6.47,9.28,2.06
1,7,12,163,WA,2020,95.78,20.99,32.66,39.03,8.6,1.97,7.25,15.5,77.01,39.71,18.62,76.76,47.71,1.32,0.34,2.16,0.3,5.59,8.37,1.82
1,1,20,164,WA,2020,95.35,23.04,28.97,33.14,10.52,2.05,6.59,15.43,81.4,46.55,16.09,81.44,48.56,1.71,0.32,2.02,0.36,6.26,9.34,0.84
1,4,6,165,WA,2020,95.74,20.55,32.17,37.06,10.76,2,7.21,15.98,78.79,43.13,18.89,78.52,50.98,1.47,0.32,2.39,0.27,4.58,8.1,1.58
1,10,7,166,WA,2020,95.3,21.48,27.81,32.12,9.32,2.08,6.13,13.37,81.3,41.61,15.31,80.6,47.65,1.62,0.31,2.07,0.35,7.03,9.75,3.88
1,11,1,167,WA,2020,95.02,19.55,32.46,38.41,8.37,1.66,7.32,14.93,77.22,38.86,17.52,77.35,45.62,1.62,0.27,1.7,0.34,6.89,9.62,1.87
1,11,11,168,WA,2020,95.26,19.64,31.75,37.37,9.63,1.78,7.15,15.91,77.62,42.58,16.96,78.44,45.37,1.83,0.26,1.53,0.36,7.39,10.26,1.46
1,8,10,169,WA,2020,94.43,19.68,32.06,37.27,10,1.89,6.99,15.76,77.57,42.29,16.72,78.94,44.87,1.71,0.28,1.91,0.33,6.74,9.49,1.43
1,8,1,170,WA,2020,94.85,18.59,34.44,40.38,9.03,1.76,7.69,15.87,75.32,39.3,16.83,76.39,41.68,1.66,0.27,1.56,0.34,6.88,9.43,1.04
1,6,20,171,WA,2020,94.31,19.94,29.69,35.53,8.32,2.19,6.4,14.83,79.8,41.74,16.39,80.85,46.12,1.37,0.3,1.75,0.35,8.32,10.55,2.22
1,5,11,172,WA,2020,95.41,21.44,32.69,38.6,8.79,1.78,7.47,16.09,77.14,41.67,18.83,76.96,48.78,1.5,0.33,1.77,0.35,5.48,8.65,1.11
1,9,15,173,WA,2020,95.77,21.37,31.45,36.67,10.06,1.92,6.96,15.85,78.65,43.2,17.74,79.64,48.36,1.32,0.33,2.42,0.31,5.93,8.74,0.88
1,5,2,174,WA,2020,95.96,20.4,33.5,38.87,9.94,1.62,7.76,15.28,77.11,39.32,18.29,76.96,47.06,1.33,0.31,2.11,0.24,5.12,8.55,1.12
1,9,19,175,WA,2020,95.37,20.43,30.25,35.86,8.13,2.07,6.57,14.63,79.88,40.81,18.24,80.6,50.87,1.14,0.32,2.15,0.28,6.6,9.09,2.65
1,6,8,176,WA,2020,96.04,21.81,30.89,36.7,8.15,1.97,7.07,15.61,78.6,42.54,18.28,78.18,49.81,1.47,0.34,1.94,0.33,5.93,8.79,1.21
1,3,4,177,WA,2020,95.4,21.31,31.18,36.27,8.73,1.89,6.94,16.29,79.94,44.91,18.11,80.21,49.92,1.46,0.31,2.14,0.32,6.36,9.03,1.08
1,10,9,178,WA,2020,95.48,19.37,31.63,37.02,9.75,1.96,7.05,15.45,77.55,41.72,16.93,79.43,45.73,1.57,0.28,1.9,0.31,7.02,9.72,1.22
1,4,20,179,WA,2020,94.61,18.96,37.36,43.83,8.61,1.53,8.16,15.96,74.44,36.41,18.35,74.85,41.88,1.29,0.31,2,0.26,5.72,8.31,1.38
1,8,6,180,WA,2020,95.42,15.58,36.99,44.6,7.69,1.7,8.22,14.92,71.28,33.45,18.08,73.65,40.54,1.27,0.24,1.45,0.27,7.04,9.07,2.07
1,5,5,181,WA,2020,95.21,19.53,33.32,38.08,9.02,1.65,7.62,15.69,76.76,41.21,17.53,77.5,46.04,1.54,0.28,2.1,0.28,5.65,8.49,1.11
1,3,18,182,WA,2020,95.23,21.06,31.64,36.21,9.1,2.06,7.04,15.19,78.81,41.96,17.21,79.43,47.52,1.26,0.32,2.47,0.27,5.69,8.22,1.61
1,6,9,183,WA,2020,95.61,16.5,31.49,37.81,8.55,2.07,7.13,13.17,76.36,34.84,17.13,78.19,45.31,1.35,0.25,1.58,0.29,8.22,10.76,3.69
1,9,5,184,WA,2020,94.39,18.62,34.2,40.11,7.67,1.92,7.35,14.96,75.5,37.31,17.27,76.88,43.05,1.3,0.28,1.9,0.29,6.79,8.76,2.27
1,3,16,185,WA,2020,95.19,21.25,30.9,35.65,9.62,2.19,6.88,16.54,79.9,46.38,17.91,79.78,50.24,1.79,0.31,2,0.36,6.01,8.99,1.18
1,3,8,186,WA,2020,95.08,22.72,30.07,34.93,9.57,2.04,6.69,15.97,80.19,45.72,17.14,80.87,49.07,1.59,0.32,2.09,0.37,6.18,8.87,1.23
1,9,20,187,WA,2020,95.59,21.78,32.57,38.01,9.38,2.08,7.38,16.07,78.07,42.29,18.59,78.64,48.92,1.33,0.34,2.33,0.3,4.99,7.67,0.8
1,6,1,188,WA,2020,95.59,18.18,34.18,40.49,8.45,2.04,7.34,15.75,75.73,38.91,18.5,75.41,45.68,1.22,0.31,2.08,0.27,6.04,8.31,2.77
1,3,6,189,WA,2020,95.47,16.89,32.92,39.69,8.14,1.84,7.44,13.67,75.17,34.45,17.26,76.51,43.48,1.25,0.26,1.47,0.28,7.65,10.05,3.44
1,4,14,190,WA,2020,95.38,20.49,32.93,38.49,9.47,1.94,7.45,15.81,77.36,41.07,17.93,77.98,46.58,1.42,0.32,2.31,0.3,5.66,8.38,0.91
1,1,6,191,WA,2020,95.09,19.35,32.92,37.93,8.98,1.77,7.25,15.7,77.7,41.4,16.42,78.56,43.3,1.65,0.28,1.84,0.33,7.45,9.81,1.37
1,7,16,192,WA,2020,95.52,21.08,32.92,38.62,9.54,1.85,7.44,15.39,77.64,39.85,18.29,78.28,47.35,1.38,0.32,2.23,0.28,5.36,8.25,1.12
1,8,8,193,WA,2020,95.43,20.19,32.49,37.92,8.04,1.91,7.24,15.46,78.36,40.77,17.19,78.53,45.33,1.37,0.29,2.12,0.3,6.72,9.04,0.77
1,8,20,194,WA,2020,94.42,18.23,34.32,39.85,9.32,1.99,7.44,15.07,76.73,37.8,18.08,77.01,45.37,1.19,0.31,2.23,0.25,5.69,8.21,3.17
