cut,block,position,gen,loc,year,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,dNDF30,IVTDMD30,NDFD30,dNDF48,IVTDMD48,NDFD48,Ca,P,K,Mg,Su_ESC,Su_WSC,Starch
1,9,1,1,ID,2020,95.04,22.49,27.92,30.96,12.89,1.94,5.56,15.44,82.32,49.89,16.62,83.73,53.68,1.69,0.33,2.79,0.33,6.76,10.13,0.89
1,5,9,2,ID,2020,94.24,22.81,27.83,30.54,12.74,1.95,5.81,14.61,82.1,47.84,15.62,83.4,51.16,1.64,0.34,2.84,0.3,6.43,9.82,0.94
1,6,1,3,ID,2020,94.02,22.76,29.11,32.33,12.22,1.88,6.05,14.98,81.18,46.34,15.97,82.4,49.39,1.57,0.35,2.85,0.29,6.29,9.66,0.91
1,6,14,4,ID,2020,93.7,24.85,26.55,29.58,10.7,1.89,5.53,14.78,83.36,49.96,15.71,84.27,53.12,1.68,0.36,2.63,0.36,7.04,10.26,0.87
1,9,16,5,ID,2020,94.24,23.2,26.54,29.77,11.88,1.97,5.36,14.81,82.32,49.73,16.06,84.07,53.95,1.8,0.34,2.46,0.36,7.17,10.52,0.86
1,2,4,6,ID,2020,94.77,22.86,27.72,30.77,12.74,1.89,5.77,15.1,82.32,49.08,16.09,83.15,52.3,1.59,0.34,2.78,0.29,6.23,9.8,0.6
1,7,8,7,ID,2020,94.68,24.81,24.74,27.28,11.46,1.91,5.41,15.47,85.66,56.72,15.75,85.79,57.71,1.91,0.32,2.63,0.38,6.98,10.46,NA
1,6,3,8,ID,2020,94.25,24.89,26.1,29.24,12.58,2.13,5.07,15.05,84.24,51.49,16.15,84.22,55.25,1.67,0.39,2.88,0.33,6.62,10.03,0.09
1,5,14,9,ID,2020,94.38,26.26,24.75,27.24,11.4,2.11,4.89,16.29,87.85,59.78,16.57,86.59,60.82,1.62,0.4,3.07,0.37,7.16,10.62,NA
1,6,9,10,ID,2020,94.11,25.14,25.31,27.98,11.73,2.1,5.46,14.8,85.14,52.9,15.79,85.61,56.42,1.72,0.37,2.97,0.34,6.8,10.27,0.39
1,8,13,11,ID,2020,94.92,25.1,24.73,27.44,12.1,2.12,5.22,15.6,86.41,56.87,15.75,85.57,57.39,1.81,0.36,2.9,0.37,7.02,10.54,0.11
1,10,7,12,ID,2020,94.24,27.22,23.03,25.24,11.64,2.03,4.52,15.47,89.58,61.27,15.29,87.68,60.59,1.71,0.39,2.58,0.41,6.51,10.25,NA
1,10,19,13,ID,2020,94.33,24.59,25.19,27.57,12.58,1.99,5.23,15.18,86.4,55.07,15.41,86.2,55.88,1.79,0.35,2.72,0.38,7,10.49,0.22
1,9,9,14,ID,2020,94.78,24.19,26.72,28.96,12.28,2.05,5.31,16.22,85.41,56.02,16.58,84.18,57.26,1.84,0.36,2.88,0.35,6.19,10.03,NA
1,2,2,15,ID,2020,94.83,24.56,27.2,29.77,13.17,1.92,5.44,14.83,83,49.81,15.76,83.39,52.92,1.68,0.36,2.94,0.31,5.51,9.21,0.39
1,1,16,16,ID,2020,94.63,24.47,26.53,29.29,13.84,1.97,5.08,17.18,84.83,58.64,17.53,86.15,59.86,1.77,0.36,3.09,0.35,5.93,9.62,0.1
1,11,2,17,ID,2020,94.8,24.39,26.31,29.42,10.84,1.87,5.8,14.84,85.54,50.46,15.66,84.59,53.23,1.73,0.34,2.49,0.37,7.22,10.67,NA
1,11,12,18,ID,2020,94.68,22.01,29.15,33.54,9.96,1.76,6.31,16.03,82.93,47.8,17.24,82.11,51.41,1.67,0.33,2.42,0.37,7.43,10.6,0.18
1,8,20,19,ID,2020,94.44,24.35,26.18,29.29,12.01,2.04,5.6,15.5,85.41,52.93,15.82,84.97,54.03,1.87,0.34,2.54,0.38,6.79,10.42,0.32
1,8,5,20,ID,2020,93.75,23.83,27.6,30.66,11.45,1.96,5.62,16.44,83.89,53.61,16.65,83.97,54.29,1.73,0.36,2.8,0.36,6.23,9.67,0.49
1,8,3,21,ID,2020,94.28,24.78,26.43,29.49,12.15,1.96,5.43,15.79,85.13,53.53,16.27,85.3,55.15,1.82,0.36,2.54,0.39,6.69,10.33,0.44
1,4,18,22,ID,2020,94.5,25.37,25.01,27.71,11.33,1.84,5.27,15.26,85.41,55.07,16.43,85.39,59.28,1.69,0.35,2.84,0.36,6.84,10.38,0.06
1,4,4,23,ID,2020,94.42,23.43,27.65,30.41,11.86,2.11,5.6,15.61,82.98,51.34,15.74,82.09,51.78,1.75,0.37,2.86,0.33,6.7,10.08,0.28
1,11,15,24,ID,2020,93.91,24.39,26.57,29.77,11.24,1.92,5.52,15.45,85.16,51.88,15.91,84.91,53.42,1.8,0.35,2.4,0.4,7.04,10.56,0.36
1,11,6,25,ID,2020,94.26,25.06,23.26,26.13,12.88,2.08,4.75,13.96,86.74,53.44,14.55,86.79,55.7,1.7,0.35,2.68,0.37,7.48,10.82,1.2
1,6,2,26,ID,2020,94.63,23.25,27.11,29.89,11.85,2,5.75,14.44,82.01,48.31,15.01,82.45,50.22,1.65,0.35,2.73,0.32,6.79,10.06,0.74
1,9,5,27,ID,2020,94.37,23.72,27.02,29.53,12.2,2.08,5.54,15.77,84.79,53.4,16.12,84.88,54.58,1.63,0.36,2.96,0.35,7.04,10.45,0.4
1,2,11,28,ID,2020,93.98,25.27,26.43,29.2,13.25,1.96,5.06,16.16,85.31,55.34,16.7,86.16,57.21,1.79,0.38,2.93,0.36,6.29,10.01,0.3
1,3,5,29,ID,2020,94.35,26.44,25.26,27.93,12.71,1.93,5.04,16.43,87,58.82,16.53,87.01,59.18,1.75,0.38,3.07,0.37,6.25,10.05,NA
1,6,19,30,ID,2020,94.62,25.3,25.77,28.4,12.77,1.92,5.39,15.6,84.5,54.91,15.81,85.52,55.67,1.84,0.35,2.75,0.37,6.67,10.2,0.43
1,11,14,31,ID,2020,94.71,26.98,22.99,25.03,9.68,1.8,5.18,15.4,89.89,61.5,15.53,87.4,62.02,1.76,0.36,2.57,0.44,7.6,11.18,NA
1,11,20,32,ID,2020,93.54,25.17,24.26,26.92,12.18,2.09,4.89,15.36,87,57.05,15.54,87.11,57.73,1.81,0.36,2.62,0.4,7.25,10.67,0.67
1,2,5,33,ID,2020,94.27,26.69,24.27,26.56,13.07,2.08,4.63,15.72,86.56,59.18,16.13,86.85,60.72,1.69,0.38,2.96,0.36,6.22,9.69,0.14
1,4,1,34,ID,2020,94.92,23.93,27,29.59,12.65,1.95,5.82,14.45,83.01,48.84,15.4,83.82,52.06,1.61,0.35,2.8,0.31,6.08,9.62,0.75
1,9,3,35,ID,2020,94.87,25.3,23.99,26.45,12.59,2.01,5.11,14.58,85.71,55.12,15.49,86.56,58.54,1.84,0.34,2.57,0.38,7.12,10.67,0.16
1,7,9,36,ID,2020,94.24,25.32,23.92,26.58,12.39,2.09,5.12,15.55,87.75,58.48,15.54,87.53,58.46,1.87,0.35,2.67,0.39,6.93,10.51,0.19
1,10,16,37,ID,2020,95,27.36,23.67,26.22,10.58,1.86,5.08,15.8,89.14,60.27,16.26,87.48,62.02,1.79,0.38,2.6,0.43,6.63,10.49,NA
1,9,14,38,ID,2020,94.04,25.4,24.58,27.24,12.01,2.16,5.01,15.18,86.59,55.73,15.66,87.06,57.49,1.68,0.37,2.82,0.37,7.35,10.53,0.61
1,4,12,39,ID,2020,94.45,25.03,24.61,27.99,12.86,2.09,4.96,15.02,85.6,53.67,16.28,86.81,58.14,1.53,0.38,3,0.34,7.23,10.62,0.44
1,1,9,40,ID,2020,94.62,25.28,24.72,26.94,12.85,1.89,5.18,16.11,87.47,59.79,16.97,87.08,62.98,1.68,0.36,3.33,0.34,6.57,10.29,0.29
1,3,11,41,ID,2020,94.1,24.66,25.3,27.96,13.44,2.06,5.06,14.55,84.4,52.03,15.17,85.18,54.25,1.76,0.36,2.65,0.35,6.85,10.34,0.89
1,6,7,42,ID,2020,93.84,25.59,24.06,26.72,12.71,2.13,4.92,14.93,86.13,55.9,15.02,87.28,56.23,1.76,0.37,2.7,0.37,7.33,10.67,0.96
1,1,7,43,ID,2020,94.19,25.03,26.8,29.46,13.49,1.93,5.01,16.63,84.51,56.44,17.14,85.53,58.18,1.73,0.37,2.99,0.35,5.87,9.56,0.18
1,1,17,44,ID,2020,94.58,26.61,25.46,27.63,12.34,1.83,5.49,15.5,87.78,56.1,15.94,86,57.67,1.72,0.38,3.05,0.36,6.38,10.01,0.1
1,8,14,45,ID,2020,94.44,25.68,25.92,28.55,13.06,1.94,5.32,15.57,85.71,54.54,15.86,85.31,55.56,1.78,0.37,2.8,0.36,6.2,9.95,0.28
1,8,8,46,ID,2020,93.84,25.28,26.47,29.6,12.07,2.03,5.13,16.52,85.74,55.81,17.19,85.73,58.07,1.7,0.38,2.86,0.39,6.81,10.2,0.03
1,7,3,47,ID,2020,94.4,24.97,24.63,27.14,12.61,2.15,5.05,15.06,86.5,55.5,15.43,86.59,56.85,1.81,0.36,2.66,0.38,7.1,10.55,0.5
1,1,12,48,ID,2020,94.77,25,27.04,30.17,11.81,1.83,5.69,15.84,85.55,52.5,16.76,84.82,55.56,1.72,0.35,2.86,0.36,6.26,9.84,0.29
1,8,18,49,ID,2020,94.05,25.26,25.2,28.02,11.54,2.08,5.03,15.93,87.07,56.88,16.38,86.44,58.46,1.71,0.38,2.93,0.38,7.08,10.38,0.32
1,11,19,50,ID,2020,94.72,27.34,21.8,23.84,11.58,1.98,4.74,14.97,89.76,62.79,14.97,88.7,62.78,1.77,0.37,2.47,0.44,7.54,11.21,0.13
1,1,18,51,ID,2020,94.21,24.12,27.33,30.17,13.57,1.88,5.36,15.45,82.98,51.2,16.31,84.32,54.04,1.63,0.36,2.94,0.33,5.79,9.37,0.61
1,10,15,52,ID,2020,94.59,25.63,24.3,26.75,11.25,1.95,5.24,15.32,87.52,57.27,15.27,86.8,57.08,1.83,0.35,2.42,0.42,7.34,10.92,NA
1,9,12,53,ID,2020,94.8,24.99,24.21,26.48,12.74,2.07,5,14.39,85.76,54.35,15.01,86.65,56.68,1.79,0.36,2.64,0.38,7.72,10.99,0.69
1,2,1,54,ID,2020,94.87,21.76,29.08,31.56,13.47,1.87,5.97,15.32,80.3,48.52,16.31,82.57,51.67,1.76,0.32,2.72,0.3,5.95,9.6,0.51
1,11,13,55,ID,2020,94.64,24.43,25.56,27.91,12.63,1.91,5.34,14.82,85.44,53.08,15.27,85.46,54.71,1.78,0.34,2.63,0.35,6.72,10.24,0.48
1,4,3,56,ID,2020,94.61,22.65,27.68,30.64,12.22,1.92,5.86,14.38,81.3,46.95,15.41,82.95,50.3,1.69,0.33,2.53,0.32,6.91,10.24,1.17
1,7,4,57,ID,2020,94.47,26.7,23.57,25.76,12.43,2.1,4.75,15.17,87.41,58.88,15.36,86.84,59.62,1.87,0.38,2.79,0.39,6.85,10.47,0.03
1,10,2,58,ID,2020,94.47,26.65,23.33,25.3,11.3,2.1,4.76,15.51,88.96,61.33,15.25,87.41,60.3,1.89,0.37,2.54,0.43,7.24,10.82,0.07
1,5,13,59,ID,2020,94.25,26.77,22.56,25.36,12.56,2.21,4.42,14.56,87.89,57.42,15.35,88.68,60.54,1.58,0.39,2.92,0.36,7.35,10.62,0.65
1,3,18,60,ID,2020,94.29,24.36,26.35,29.04,13.2,1.9,5.38,15.33,84.07,52.8,15.62,84.8,53.8,1.84,0.34,2.73,0.37,6.03,9.64,0.43
1,4,19,61,ID,2020,94.3,24.69,25.7,28.7,11.89,1.9,5.31,13.98,83.04,48.7,15.46,84.55,53.86,1.73,0.35,2.7,0.35,6.88,10.11,1.07
1,10,3,62,ID,2020,94.8,25.66,25.1,27.75,11.21,1.93,5.44,15.64,86.49,56.35,15.23,84.14,54.9,1.88,0.36,2.49,0.4,6.47,10.37,NA
1,5,15,63,ID,2020,94.27,24.59,25.41,27.9,12.46,2.26,4.91,15.2,84.93,54.49,15.38,84.34,55.12,1.79,0.38,2.83,0.37,7.04,10.19,0.65
1,6,6,64,ID,2020,94.48,24.25,27.11,30.26,12.35,2.21,5.5,14.2,82.88,46.92,15.56,83.12,51.41,1.66,0.37,2.8,0.32,6.27,9.53,0.49
1,7,18,65,ID,2020,94.54,23.81,27.01,30.02,12.15,1.96,5.56,14.21,82.7,47.34,15.35,83.81,51.13,1.77,0.35,2.49,0.35,6.73,10.04,0.74
1,2,14,66,ID,2020,94.09,24.24,27.42,30.45,12.38,1.94,5.69,14.95,82.34,49.11,15.92,83.22,52.3,1.8,0.36,2.84,0.35,5.97,9.54,0.58
1,11,18,67,ID,2020,94.01,24.84,24.68,27.5,12.26,2.01,5.14,15.06,86.25,54.77,15.27,86.4,55.53,1.87,0.34,2.65,0.39,7.06,10.48,0.5
1,2,16,68,ID,2020,94.09,24.65,27.61,30.05,12.85,1.96,5.33,15.79,83.14,52.54,16.28,84.07,54.19,1.65,0.37,2.87,0.34,5.69,9.14,0.5
1,6,13,69,ID,2020,94.36,22.34,28.59,31.89,11.88,1.84,6.13,15.07,80.88,47.25,16.25,82.31,50.95,1.68,0.33,2.71,0.3,6.38,9.9,0.97
1,9,8,70,ID,2020,94.52,23.4,26.14,28.81,12.97,2,5.57,14.5,83.7,50.32,15.07,84.43,52.32,1.89,0.33,2.48,0.36,6.87,10.39,0.92
1,7,15,71,ID,2020,93.65,23.58,27.95,30.7,11.33,2.09,5.64,16.59,84.23,54.06,16.57,83.38,53.98,1.8,0.36,2.53,0.38,6.61,10.06,0.51
1,1,13,72,ID,2020,94.7,22.95,29.26,31.58,13.6,1.79,5.85,16.44,81.73,52.06,16.98,83.34,53.76,1.69,0.34,3.14,0.29,5.57,9.19,0.26
1,5,10,73,ID,2020,94.46,22.62,27.74,30.8,11.46,1.93,5.52,15.26,82.68,49.54,16.37,83.49,53.14,1.65,0.34,2.66,0.33,6.9,10.13,1.08
1,6,10,74,ID,2020,94.12,23.22,27.21,30.14,12.43,2.01,5.51,15.71,83.58,52.12,16.63,84.92,55.18,1.77,0.35,2.81,0.35,7.02,10.46,0.59
1,3,6,75,ID,2020,93.96,26.84,23.21,25.18,13.69,2.03,4.4,14.76,87.74,58.6,14.89,87.95,59.15,1.8,0.38,2.66,0.38,6.82,10.49,0.56
1,4,9,76,ID,2020,94.29,26.18,24.19,26.39,13.02,2.11,4.86,14.8,86.88,56.09,15.23,87.29,57.72,1.56,0.39,3.05,0.34,7,10.33,0.49
1,10,17,77,ID,2020,94.81,26.02,23.27,24.99,11.47,2.2,4.82,15.68,88.92,62.72,15.56,87.63,62.25,1.78,0.36,2.92,0.4,7.02,10.35,NA
1,1,10,78,ID,2020,94.42,23.95,27,29.99,13.17,1.9,5.17,15.89,82.89,53,17.07,84.89,56.94,1.68,0.35,3.11,0.31,5.71,9.25,0.28
1,5,7,79,ID,2020,94.65,25.81,24.64,26.83,12.79,2.17,4.88,15.78,86.96,58.84,16.24,86.19,60.54,1.75,0.39,3.06,0.35,6.37,10.1,NA
1,1,1,80,ID,2020,94.09,23.64,28.27,31.42,13.18,1.9,5.69,15.27,81.56,48.59,16.18,82.89,51.49,1.56,0.36,3.06,0.3,5.83,9.13,0.78
1,8,9,81,ID,2020,95.03,24.7,26.28,28.47,12.7,1.99,5.39,15.97,85.3,56.08,16.61,85.36,58.32,1.75,0.36,2.86,0.35,6.51,10.16,0.37
1,10,6,82,ID,2020,94.96,24.89,25.64,27.52,11.71,1.83,5.48,15.6,85.81,56.7,15.42,85.24,56.03,1.85,0.35,2.41,0.39,7.01,10.69,0.18
1,6,20,83,ID,2020,93.93,24.07,25.34,28.22,13.25,2.19,5.18,14.53,84.21,51.49,15.28,85.9,54.13,1.85,0.35,2.79,0.35,6.93,10.32,0.81
1,11,8,84,ID,2020,94.68,21.74,30.1,34.17,9.41,1.6,6.75,14.82,81.34,43.38,16.52,80.66,48.33,1.62,0.32,2.27,0.34,6.99,10.21,0.47
1,5,5,85,ID,2020,94.5,26.7,22.71,24.66,13.36,2.15,4.48,14.48,87.4,58.73,15.03,88.6,60.94,1.64,0.38,3.03,0.34,7.2,10.53,0.45
1,9,4,86,ID,2020,94.24,25.88,24.2,26.88,12.96,2.06,4.94,14.7,86.47,54.68,15.2,86.95,56.57,1.7,0.37,2.78,0.37,7.17,10.64,0.51
1,4,13,87,ID,2020,94.4,23.65,25.97,29.11,11.45,1.99,5.46,14.02,82.71,48.16,15.45,83.83,53.09,1.59,0.35,2.67,0.34,7.04,10.18,0.91
