Loc,ID,Variety,Cutting,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,dNDF30,IVTDMD30,dNDF48,IVTDMD48,Ca,P,K,Mg,Su_ES,Su_WS,Starc
ID_19,20502,Higest 360,3,94.48305,23.89031,30.57458,35.82953,11.46941,2.06102,5.13921,16.26144,79.96794,17.95278,82.0395,1.61211,0.39054,2.72967,0.45331,5.98534,6.8242,3.13497
ID_19,20504,Vernal FD2,3,94.30376,21.13698,34.35925,40.75354,10.54115,1.99762,6.16074,17.69663,76.20152,19.53424,78.76366,1.55319,0.36921,2.61851,0.44157,5.6622,6.43771,2.95411
ID_19,20615,Vernal FD2,3,94.68908,19.83757,37.2709,44.32498,10.4238,1.80577,6.74465,18.77774,73.60376,20.339,76.2732,1.35651,0.36818,2.7994,0.3963,5.23845,6.01333,2.70206
ID_19,20616,Higest 360,3,94.21265,24.4996,29.85493,34.65297,10.96145,2.15046,5.07803,16.0914,81.08141,17.7813,83.07641,1.64568,0.39128,2.58896,0.4669,6.23938,6.89418,3.07869
ID_19,20618,Maverick FD1,3,94.55988,22.69144,34.53863,42.6755,11.17292,1.80856,6.53825,19.2533,77.41341,21.60574,79.00147,1.58617,0.41491,2.67364,0.44272,5.04265,6.7614,3.0701
ID_19,20714,Higest 360,3,94.45393,19.96693,35.41208,41.64028,10.33724,1.99406,6.2593,17.17272,74.56036,18.95112,77.35523,1.40932,0.3535,2.66775,0.39157,5.77821,6.52991,2.95552
ID_19,20720,Vernal FD2,3,94.65397,21.46169,34.56118,43.42106,11.77606,1.78641,6.48189,19.02308,75.6926,21.82852,77.9957,1.4804,0.40661,2.98664,0.42631,4.94205,6.77884,2.99614
ID_19,20811,Vernal FD2,3,94.53059,21.16691,33.64903,40.37683,10.74649,1.91768,6.07956,16.43633,76.2327,18.84337,78.5294,1.52347,0.34512,2.77847,0.36095,5.66609,6.97469,3.13146
ID_19,20816,Higest 360,3,94.17551,21.29932,34.57384,40.73132,10.2251,2.01027,6.21486,17.36615,76.29832,19.43453,78.72721,1.44406,0.36912,2.67914,0.40195,5.55956,6.09769,2.98212
ID_19,20913,Vernal FD2,3,94.54366,22.3632,32.85781,39.69141,11.23151,1.95446,5.71775,17.16364,76.59085,18.90725,79.35984,1.53228,0.38196,2.55006,0.42488,5.75399,7.22671,2.98491
ID_19,20919,Higest 360,3,94.32518,20.70993,32.61762,38.6296,11.00195,1.90369,5.85958,14.89159,75.92451,17.1791,78.00094,1.42574,0.3255,2.88808,0.33247,6.33931,7.53329,3.38852
ID_19,21004,Vernal FD2,3,94.5442,21.42128,34.93827,43.42525,11.49904,1.76813,6.63065,19.32721,76.04578,21.66108,78.08583,1.57727,0.40064,2.80664,0.40914,4.9352,6.76946,3.29364
ID_19,21013,Higest 360,3,94.62328,20.42263,33.32778,39.31427,10.69537,1.87352,5.98226,15.05055,75.35649,17.23997,77.33236,1.40653,0.3258,2.92474,0.31627,6.28839,7.49311,3.33659
ID_19,21104,Vernal FD2,3,94.58885,18.93758,38.24242,45.39682,10.57684,1.89654,6.91879,18.69826,72.50102,20.86575,75.95221,1.44142,0.3494,2.6001,0.39189,4.91175,5.64269,2.53446
ID_19,21109,Higest 360,3,94.61225,19.427,35.49032,41.72745,10.36137,1.79359,6.43917,15.7908,74.03078,17.87305,75.91793,1.31927,0.32317,2.86164,0.30632,6.14905,7.195,3.27401
ID_19,20103,Higest 360,4,94.64126,28.93436,24.58188,28.74973,12.02615,1.91817,3.66885,14.92994,85.81435,16.77831,87.64017,1.50421,0.41596,2.93656,0.42203,7.12977,8.50729,2.40126
ID_19,20105,Vernal FD2,4,94.69801,25.76637,28.19081,32.98804,11.66123,1.88921,4.45536,16.23571,83.17931,17.79909,84.80732,1.36558,0.40509,3.14391,0.38945,6.03149,7.38078,2.25363
ID_19,20106,Archer FD5,4,94.78051,26.86194,27.14988,31.90981,11.8275,1.83255,4.25587,15.45442,83.48376,17.22384,85.08382,1.3368,0.40403,3.24426,0.36814,6.6215,7.88929,2.3285
ID_19,20117,Legend FD4,4,94.92636,26.43289,27.91785,32.87761,12.03119,1.89273,4.45508,16.22973,83.66975,17.79467,84.88689,1.4786,0.40765,3.20404,0.38655,6.15803,7.60965,2.37497
ID_19,20203,Vernal FD2,4,94.66231,28.32463,25.63818,30.16426,11.67894,1.96581,3.97888,16.34353,86.36799,17.84606,87.45924,1.45137,0.4335,2.9961,0.4414,6.17116,7.52436,2.56311
ID_19,20212,144:22277_ 5246 FD3,4,94.90221,26.21263,27.80435,32.82596,11.9377,1.92366,4.36758,16.03499,82.94952,17.60843,84.78223,1.46978,0.40213,3.03407,0.39823,6.35408,7.9231,2.51609
ID_19,20213,Higest 360,4,94.79047,26.15112,27.26894,32.29724,11.78531,1.89434,4.31612,15.32735,82.77846,17.33748,84.64655,1.39932,0.39356,3.06666,0.38298,6.81996,8.26338,2.55769
ID_19,20314,Vernal FD2,4,94.72039,28.10906,25.55984,30.59935,11.32309,2.03474,4.05214,16.28525,86.42201,17.99681,87.52872,1.49526,0.42679,2.8904,0.43889,6.27163,7.60267,2.56392
