Cutting,ID,block,position,gen,Name,loc,year,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,Ca,P,Mg,K,Starch,Su_ESC,Su_WSC,TTNDFD
1,10414,4,14,190,55V48,WA,2018,95.13,20.69,33.6,40.35,9.03,1.88,7.12,1.12,0.29,0.27,2.83,1.8,5.89,6.74,39.96
1,10415,4,15,68,204593,WA,2018,94.71,20.58,33.57,41.45,8.89,1.92,6.85,1.22,0.29,0.31,2.27,1.84,6.66,7.22,39.63
1,10416,4,16,196,55V50,WA,2018,94.68,21.22,32.99,40.48,9.66,1.93,6.55,1.27,0.3,0.32,2.32,1.85,6.26,7.01,40.5
1,10417,4,17,100,467936,WA,2018,94.72,19.69,33.95,41.58,9.77,1.91,7.01,1.25,0.28,0.31,2.49,1.43,5.75,6.64,40.43
1,10418,4,18,120,467924,WA,2018,95.04,20.59,31.02,38.05,9.45,2.01,6.37,1.2,0.27,0.25,2.79,2.03,6.58,7.47,41.04
1,10419,4,19,61,ABI700_FD6,WA,2018,94.82,22.05,33.75,40.32,9.94,1.71,7.11,1.34,0.29,0.37,2.05,1.7,5.93,6.36,38.27
1,10420,4,20,179,LS206,WA,2018,94.73,20.94,31.9,39.46,9.58,1.85,6.5,1.21,0.28,0.34,2.18,2.16,6.12,7.04,39.57
1,10501,5,1,124,452483_Peace,WA,2018,95.12,20.96,34.39,40.87,10.26,1.82,7.41,1.27,0.29,0.31,2.65,0.91,5.04,6.2,41.33
1,10502,5,2,174,AFX019,WA,2018,95.22,22.05,34.65,40.97,9.49,1.82,7.39,1.34,0.29,0.32,2.41,0.49,4.91,6.75,37.18
1,10503,5,3,128,467932,WA,2018,95.05,19.41,35.13,44.15,8.57,1.87,7.25,1.15,0.27,0.27,2.4,1.5,6.47,6.83,40.09
1,10504,5,4,103,26751_5454,WA,2018,95.35,20.42,36.21,44.33,8.66,1.78,7.8,1.18,0.28,0.32,2.09,1.39,5.71,6.44,35.48
1,10505,5,5,181,54Q29,WA,2018,95.27,20.42,35.84,43.05,9.82,1.76,7.73,1.31,0.27,0.34,2.16,0.98,4.91,6.47,35.94
1,10506,5,6,108,22339_Vernema,WA,2018,95.42,19.58,35.52,43.17,9.79,1.83,7.28,1.12,0.28,0.28,2.71,1.64,6.23,6.51,40.41
1,10507,5,7,14,467955,WA,2018,95.16,20.59,34.62,41.53,10.41,1.88,7.02,1.27,0.29,0.32,2.55,1.38,5.39,6.5,42.43
1,10508,5,8,201,22338_ VernalFD2,WA,2018,95.35,20.23,36.11,43.05,9.22,1.95,7.61,1.22,0.29,0.33,2.29,1.47,5.32,6.66,40.49
1,10509,5,9,127,467935,WA,2018,95.27,19.15,35.8,44.28,9.2,1.86,7.57,1.19,0.27,0.28,2.42,1.14,5.32,6.73,38.67
1,10510,5,10,17,502473,WA,2018,94.95,19.16,31.97,39.94,9.64,1.99,6.43,1.08,0.27,0.26,2.71,2.65,6.87,7.45,41.63
1,10511,5,11,172,AFX017,WA,2018,95.36,21.44,34.3,40.85,10.01,1.85,7.32,1.28,0.29,0.33,2.4,1.12,5.86,6.56,39.96
1,10512,5,12,23,502485,WA,2018,95.43,17.83,36.81,45.2,9.65,1.73,7.65,1.16,0.26,0.3,2.32,1.84,6.41,6.99,38.51
1,10513,5,13,99,467947,WA,2018,95.32,18.83,35.65,44.09,9.03,1.85,7.45,1.22,0.26,0.32,2.19,1.67,5.95,6.64,37.63
1,10514,5,14,202,Hi-Gest360,WA,2018,94.92,21.72,32.56,39.97,9.61,1.88,6.79,1.16,0.3,0.29,2.68,1.51,6.1,6.72,41.92
1,10515,5,15,67,206110,WA,2018,94.87,21.33,31.98,38.85,9.77,2.05,6.43,1.18,0.3,0.31,2.59,1.5,6.02,6.51,42.01
1,10516,5,16,138,467893,WA,2018,94.97,20.57,33.3,41.56,8.86,1.86,6.94,1.17,0.28,0.29,2.21,1.87,7.05,7.36,39.16
1,10517,5,17,130,467928,WA,2018,95.14,21.3,34.57,41.52,9.82,1.82,7.36,1.31,0.3,0.32,2.45,1.05,5.23,6.27,40.34
1,10518,5,18,87,426208,WA,2018,94.9,21.3,32.96,40.43,9.72,1.9,6.82,1.23,0.29,0.32,2.42,1.6,6.58,6.93,40.64
1,10519,5,19,161,Rugged,WA,2018,95.21,21.06,35.29,42.71,10.13,1.89,7.12,1.21,0.3,0.32,2.44,1.14,5.28,6.14,40.71
1,10520,5,20,106,49878_54H11,WA,2018,95.46,20.88,36.4,42.69,9.32,1.79,8.01,1.21,0.28,0.33,2.23,1.1,4.88,6.04,36.38
1,10601,6,1,188,55Q28,WA,2018,94.55,20.36,34.24,42.75,8.12,1.78,7.19,1.16,0.28,0.27,2.41,1.11,6.34,6.62,36.74
1,10602,6,2,151,Raven,WA,2018,94.59,21.65,33.99,42.03,9.01,1.79,7.18,1.27,0.29,0.3,2.39,0.77,5.86,6.29,39.4
1,10603,6,3,19,502480,WA,2018,94.34,20.54,29.52,37.9,8.37,2.16,5.91,1.12,0.27,0.29,2.26,2.59,6.5,7.48,41.81
1,10604,6,4,202,Hi-Gest360,WA,2018,94.65,21.4,32.27,40.55,8.59,1.94,6.65,1.22,0.29,0.3,2.29,1.41,6.73,7.1,40.01
1,10605,6,5,154,BlueJayHR,WA,2018,94.7,21.11,34.54,43.24,8.26,1.87,7.3,1.19,0.3,0.23,2.8,0.8,6.09,6.49,37.17
1,10606,6,6,5,171720,WA,2018,95.02,18.97,36.31,44.97,8.8,1.73,7.68,1.17,0.27,0.29,2.32,1.45,6.37,6.76,35.59
1,10607,6,7,80,452438,WA,2018,95.33,18.83,36.2,43.56,9.03,1.76,7.81,1.18,0.26,0.31,2.33,1.72,6.19,6.81,37.32
1,10608,6,8,176,LS202,WA,2018,95,21.27,33.12,41.23,9.04,2.04,6.78,1.24,0.3,0.33,2.14,1.71,6.11,6.99,40.48
1,10609,6,9,183,55V12,WA,2018,95.37,19.62,36.31,43.6,10.1,1.85,7.85,1.27,0.27,0.29,2.45,1.3,4.73,6.43,37.73
1,10610,6,10,117,467905,WA,2018,95.13,18.42,34.84,42.97,8.87,1.81,7.29,1.13,0.25,0.25,2.55,1.76,6.8,6.94,37.29
1,10611,6,11,118,467904,WA,2018,95.17,20.46,34.67,42.31,9.52,1.95,7.08,1.19,0.29,0.29,2.45,1.89,5.82,6.8,40.08
1,10612,6,12,79,452474,WA,2018,94.99,19.28,34.78,43.18,9.29,1.9,7.18,1.29,0.27,0.33,2.16,1.41,5.67,6.93,40.69
1,10613,6,13,201,22338_ VernalFD2,WA,2018,95.05,20.27,35.67,43.46,9.66,1.9,7.36,1.24,0.29,0.27,2.67,0.95,4.86,6.32,38.87
1,10614,6,14,46,499546,WA,2018,95.07,19.7,34.11,41.98,8.87,1.87,7.13,1.25,0.28,0.26,2.68,1.18,6.23,7.27,39.89
1,10615,6,15,113,22278,WA,2018,95.07,20.41,34.41,41.86,9.21,1.91,6.94,1.2,0.29,0.3,2.52,1.67,6.3,6.79,40.96
1,10616,6,16,25,516791,WA,2018,94.8,21.86,31.18,37.73,9.66,2.11,6.35,1.35,0.28,0.37,2.01,2.18,6.59,7.34,37.26
1,10617,6,17,71,182241,WA,2018,95.33,18.32,36.33,44.36,8.53,1.82,7.99,1.26,0.24,0.3,2.25,1.35,5.59,7.07,35.26
1,10618,6,18,41,486130,WA,2018,95.16,19.06,35.12,43.56,8.72,2.01,7.24,1.15,0.27,0.26,2.67,1.7,6.25,6.41,36.48
1,10619,6,19,95,467902,WA,2018,95.05,19.87,34.39,42.74,9.03,1.88,7.15,1.24,0.28,0.31,2.28,1.67,6.49,6.57,38.95
1,10620,6,20,171,AFX016,WA,2018,95.39,21.71,33.67,40.22,9.56,2.07,7.16,1.35,0.27,0.35,2.09,1.37,5.22,7.07,37.37
1,10701,7,1,38,468013,WA,2018,95.2,19.97,34.11,41.65,9.43,1.98,7.26,1.26,0.27,0.3,2.4,1.47,5.22,7.2,38.44
1,10702,7,2,202,Hi-Gest360,WA,2018,95.03,21.71,32.94,40.5,9.9,2.01,6.7,1.27,0.29,0.32,2.5,1.92,6.21,6.95,39.94
1,10703,7,3,150,Skylark,WA,2018,94.94,23.24,31.83,38.84,9.72,1.92,6.48,1.25,0.31,0.3,2.76,1.53,6.53,6.94,40.93
1,10704,7,4,143,467899,WA,2018,95.17,18.64,35,43.3,8.67,1.83,7.24,1.18,0.25,0.31,2.27,2.2,6.76,6.93,36.83
1,10705,7,5,72,182238,WA,2018,95.24,18,37.33,45.4,9.4,1.61,8.18,1.41,0.23,0.33,2.26,1.15,4.89,6.73,36
1,10706,7,6,11,467952,WA,2018,95.06,20.54,33.96,42.89,8.2,1.94,7.08,1.18,0.28,0.28,2.47,1.65,6.58,7.24,38.18
1,10707,7,7,135,452489_Sevelra,WA,2018,95.1,19.6,34.14,41.76,8.82,1.95,7.13,1.23,0.26,0.3,2.51,2.03,6.53,6.84,37.7
1,10708,7,8,54,340117,WA,2018,94.91,18.3,36.57,45.76,8.22,1.68,8,1.3,0.24,0.34,1.84,1.94,6.69,6.88,33.93
1,10709,7,9,27,499540,WA,2018,95.27,19.69,36.12,42.4,8.75,1.89,8.02,1.28,0.26,0.33,2.27,1.6,5.16,7.12,36.08
1,10710,7,10,45,502463,WA,2018,95.11,19.96,34.06,42.55,9.14,1.96,7.06,1.18,0.27,0.27,2.63,1.91,6.34,7.1,36.96
1,10711,7,11,64,217419,WA,2018,94.95,21.32,29.77,36.59,9.69,2.18,6.11,1.19,0.27,0.31,2.35,3,6.57,7.36,40.33
1,10712,7,12,163,AFX007,WA,2018,95.16,22.58,33.05,39.6,9.12,1.94,6.9,1.23,0.29,0.31,2.43,1.62,5.93,6.9,39.29
1,10713,7,13,8,467949,WA,2018,94.91,20.67,32.76,39.56,9.74,2.05,6.93,1.38,0.26,0.35,2.21,1.76,5.45,7.01,40.94
1,10714,7,14,51,491398,WA,2018,95,19.68,34.66,41.99,9.08,1.95,7.27,1.27,0.26,0.32,2.31,1.89,5.57,7.05,36.34
1,10715,7,15,201,22338_ VernalFD2,WA,2018,95.05,19.58,34.73,42.67,8.96,1.87,7.06,1.2,0.27,0.29,2.54,1.67,6.11,6.66,40.1
1,10716,7,16,192,SW5210,WA,2018,94.74,22.86,33.6,41.54,8.38,1.9,6.98,1.25,0.31,0.3,2.47,0.99,6.11,6.73,36.19
1,10717,7,17,18,502477,WA,2018,94.75,17.67,35.11,44.15,8.22,1.84,7.47,1.2,0.24,0.31,2.08,2.34,6.84,7.21,35.56
1,10718,7,18,129,467931,WA,2018,95.24,21.23,33.89,41.42,9.02,2.07,7.07,1.25,0.28,0.27,2.79,1.27,5.42,6.63,38.45
1,10719,7,19,74,452478,WA,2018,95,22.41,31.36,38.53,9.35,2.21,6.35,1.25,0.3,0.32,2.64,2.08,6.44,6.7,42.41
1,10720,7,20,70,183695,WA,2018,95.23,17.98,36.51,45.23,8.84,1.8,7.43,1.21,0.25,0.31,2.22,2.31,6.13,6.77,36.35
1,10801,8,1,170,AFX015,WA,2018,95.21,20.42,35.02,42.83,9.11,1.83,7.41,1.29,0.28,0.35,2.11,1.39,5.46,7,38.62
1,10802,8,2,112,22304_MaverickFD1,WA,2018,95.53,19.18,35.56,42.94,9.39,1.86,7.54,1.27,0.26,0.31,2.39,1.51,5.3,6.8,38.23
1,10803,8,3,93,467900,WA,2018,95.4,18.82,33.92,41.48,7.99,1.96,7.15,1.14,0.25,0.29,2.31,2.66,7.42,7.46,37.17
1,10804,8,4,98,Wrangler,WA,2018,95.64,19.11,37.51,45.54,9.08,1.73,7.9,1.2,0.26,0.32,2.33,1.84,5.69,6.37,37.61
1,10805,8,5,44,Legend_FD4,WA,2018,95.1,20.12,33.77,41.88,9.01,1.9,7.06,1.24,0.28,0.32,2.41,1.83,6.7,7.14,39.06
1,10806,8,6,180,5454,WA,2018,95.48,20.17,35.39,43.04,9,1.88,7.39,1.23,0.27,0.3,2.52,1.71,5.69,6.69,36.55
1,10807,8,7,137,467894,WA,2018,95.12,20.29,30.95,38.78,8.85,2.21,6.13,1.15,0.27,0.28,2.44,3.02,6.34,7.31,40
1,10808,8,8,193,SW5213,WA,2018,95.55,20.39,35.19,42.79,9.41,1.79,7.39,1.26,0.27,0.33,2.15,1.96,5.81,6.57,36.32
1,10809,8,9,10,467951,WA,2018,95.3,20.04,34.85,42.62,9.39,1.91,7.16,1.31,0.28,0.32,2.43,1.55,5.29,6.74,39.34
1,10810,8,10,169,AFX013,WA,2018,95.77,21.63,34.52,40.75,10.49,1.96,7.14,1.33,0.29,0.35,2.5,1.36,4.72,6.69,40.99
1,10811,8,11,141,464749,WA,2018,95.32,18.8,35.11,43.21,8.75,1.78,7.32,1.26,0.25,0.33,2.17,2.43,6.91,6.97,35.7
1,10812,8,12,58,277882,WA,2018,95.26,19.28,34.51,42.03,9.55,1.95,7.09,1.26,0.27,0.34,2.07,2.67,6.33,7.06,36.72
1,10813,8,13,75,452480,WA,2018,95.69,20.44,35.19,42.11,9.42,1.94,7.54,1.3,0.27,0.35,2.11,1.78,4.86,7,37.67
1,10814,8,14,28,499659,WA,2018,95.38,20.4,33.26,40.04,10.12,1.97,6.83,1.33,0.28,0.31,2.65,2.01,5.99,7.51,38.79
1,10815,8,15,47,502424,WA,2018,95.34,20.66,30.59,37.61,9.53,2.12,6.03,1.21,0.28,0.33,2.3,3.25,7.58,7.66,40.58
1,10816,8,16,201,22338_ VernalFD2,WA,2018,95.59,17.62,38.09,47.11,8.78,1.69,8.07,1.25,0.25,0.33,1.82,1.97,5.34,6.73,35.09
1,10817,8,17,202,Hi-Gest360,WA,2018,95.35,21.44,32.24,39.47,8.89,1.98,6.63,1.31,0.29,0.35,2.05,1.94,6.38,7.7,40.24
1,10818,8,18,48,502462,WA,2018,95.43,19.39,33.4,40.6,9.27,1.99,6.91,1.26,0.26,0.3,2.58,2.06,6.25,7.12,38.21
1,10819,8,19,42,467983,WA,2018,95.21,22.42,30.38,36.82,9.1,2.19,6.02,1.29,0.3,0.34,2.34,2.46,6.67,7.5,44.3
1,10820,8,20,194,SW4351,WA,2018,95.24,20.13,36.04,43.38,9.87,1.78,7.63,1.36,0.26,0.37,1.91,1.86,5.07,6.39,36.16
1,10901,9,1,97,467939,WA,2018,94.84,20.17,34.39,42.45,8.6,1.94,7.13,1.28,0.28,0.31,2.52,1.35,5.73,6.75,38.25
1,10902,9,2,31,467964,WA,2018,95.58,18.12,36.35,44.63,9.61,1.79,7.61,1.24,0.26,0.3,2.43,1.93,5.96,6.72,37.4
1,10903,9,3,63,244317,WA,2018,95.18,19.21,33.25,40.83,8.34,2.12,6.83,1.15,0.28,0.33,2.17,3.18,6.67,7.32,38.87
1,10904,9,4,110,22333_Sutter,WA,2018,95.33,19.71,35.09,42.68,8.82,1.96,7.44,1.23,0.26,0.34,1.97,2.4,6.39,6.91,35.84
1,10905,9,5,184,5364,WA,2018,95.31,20.88,33.65,40.86,9.19,2.03,6.94,1.32,0.28,0.35,2.19,1.74,5.5,6.97,38.33
1,10906,9,6,16,467960,WA,2018,95.4,19.53,35.16,42.43,9.16,2.08,7.36,1.19,0.27,0.32,2.32,2.22,5.56,6.63,37.81
1,10907,9,7,201,22338_ VernalFD2,WA,2018,95.07,19.84,32.29,40.19,8.48,2.13,6.56,1.16,0.27,0.31,2.24,2.66,7.38,7.47,39.18
1,10908,9,8,55,340116,WA,2018,95.06,19.53,34.7,42.85,8.94,1.97,7,1.25,0.27,0.35,1.99,2.42,6.43,6.89,36.32
1,10909,9,9,4,172982,WA,2018,95.19,19.43,33.4,41.35,8.83,1.98,6.93,1.24,0.25,0.33,2.06,2.8,7.44,7.66,36.93
1,10910,9,10,202,Hi-Gest360,WA,2018,95.26,21.67,32.54,40.45,8.8,2.1,6.58,1.13,0.3,0.28,2.62,2.01,6.73,7.02,40.61
1,10911,9,11,102,22328_Ranger,WA,2018,95.28,20.9,32.79,39.87,9.01,1.95,6.67,1.18,0.29,0.33,2.4,2.27,7,7.22,40.82
1,10912,9,12,7,467962,WA,2018,95.13,18.47,33.13,41.34,8.75,2.02,6.64,1.17,0.26,0.3,2.2,2.79,7.09,7.46,39.18
1,10913,9,13,132,452500,WA,2018,95.39,19.11,37.39,46.46,9.2,2.03,7.63,1.16,0.29,0.3,2.25,2.04,5.19,6.03,36.54
1,10914,9,14,122,467918,WA,2018,95.45,18.3,35.4,43.47,9.55,1.87,7.32,1.18,0.26,0.31,2.27,2.76,6.83,7.12,36.82
1,10915,9,15,173,AFX018,WA,2018,95.22,21.74,31.97,39.18,8.87,2.07,6.47,1.21,0.29,0.32,2.31,2.01,6.68,7.49,39.91
1,10916,9,16,155,Robin,WA,2018,95.58,20.81,33.81,41.12,9.36,2.07,6.91,1.25,0.28,0.35,2.01,2.42,6,7.13,38.28
1,10917,9,17,86,430564,WA,2018,95.18,22.77,31.94,39.46,8.88,2.23,6.64,1.21,0.31,0.33,2.21,2.15,6.55,6.99,40.83
1,10918,9,18,20,502481,WA,2018,95.23,18.74,35.03,44.3,8.74,2.01,7.31,1.09,0.27,0.27,2.33,2.41,6.92,7.1,36.5
1,10919,9,19,175,AFX020,WA,2018,95.64,20.43,34.54,41.82,9.35,1.95,7.1,1.15,0.28,0.33,2.24,2.02,5.9,7.01,39.91
1,10920,9,20,187,SW3406,WA,2018,95.21,19.87,31.92,39.94,8.44,2.15,6.43,1.11,0.26,0.3,2.12,3.28,6.43,7.02,37.24
1,11001,10,1,49,467963,WA,2018,94.79,20.39,33.83,41.58,8.87,2.12,7.22,1.1,0.28,0.3,2.43,2.48,6.61,6.66,39.62
1,11002,10,2,92,340123,WA,2018,94.64,20.63,34.6,42.89,7.8,1.89,7.48,1.23,0.27,0.32,2.23,1.44,6.26,6.88,36.08
1,11003,10,3,198,SW4107,WA,2018,94.5,21.06,31.46,40.03,8.19,2.07,6.53,1.11,0.28,0.28,2.25,2.21,6.43,7.3,37.26
1,11004,10,4,96,467903,WA,2018,94.82,18.8,34.44,43.42,8.93,1.88,7.08,1.15,0.27,0.3,2.14,2.24,6.88,7.15,39.59
1,11005,10,5,57,452479,WA,2018,94.44,21.48,33.11,41.39,8.28,2.1,6.72,1.15,0.31,0.3,2.34,1.65,6.39,6.94,39.9
1,11006,10,6,1,170532,WA,2018,94.65,21.37,33.12,41.45,8.05,1.95,7.03,1.2,0.29,0.32,2.15,1.8,6.82,6.99,37.3
1,11007,10,7,166,Hi-Gest660,WA,2018,94.2,22.89,31.04,38.15,9.19,1.97,6.28,1.23,0.31,0.34,2.43,1.84,5.47,6.39,41.78
1,11008,10,8,101,467914,WA,2018,94.64,20.3,33.06,41.72,7.81,2.03,6.91,1.1,0.27,0.28,2.19,2.36,6.32,7,36.98
1,11009,10,9,178,LS605,WA,2018,94.6,22,32.03,39.77,8.58,2.16,6.35,1.13,0.31,0.31,2.34,2.08,6.12,7.06,40.43
1,11010,10,10,21,502482,WA,2018,94.43,21.66,29.79,37.69,8.34,2.19,6.09,1.11,0.3,0.3,2.28,2.66,6.92,7.62,43.96
1,11011,10,11,88,430561,WA,2018,95.01,20.13,31.86,39.47,9.63,2.06,6.5,1.15,0.28,0.3,2.07,3,7.13,8.01,42.5
1,11012,10,12,142,464773,WA,2018,94.93,18.25,34.47,42.33,8.74,2.09,7.07,1.23,0.26,0.31,2.24,2.66,6.41,7.34,39.65
1,11013,10,13,85,430563,WA,2018,94.67,22.19,32.56,39.49,7.96,2.21,6.84,1.08,0.31,0.3,2.34,2.04,6.63,7.25,40.87
1,11014,10,14,15,467959,WA,2018,94.79,21.14,32.28,40.35,8.06,2.04,6.71,1.16,0.28,0.29,2.31,1.89,6.67,7.06,38.63
1,11015,10,15,148,RedFalcon,WA,2018,94.85,21.08,31.61,39.34,8.87,2.13,6.38,1.11,0.29,0.28,2.48,2.39,7.18,7.41,38.62
1,11016,10,16,202,Hi-Gest360,WA,2018,94.69,20.46,32.23,40.48,8.46,2.03,6.6,1.07,0.29,0.29,2.18,2.6,6.95,7.72,41.77
1,11017,10,17,59,278705_FERAX,WA,2018,94.47,23.09,30.48,37.85,8.76,2.28,6.07,1.15,0.32,0.32,2.27,2.29,6.92,7.12,42.33
1,11018,10,18,105,WL325HQ,WA,2018,94.89,22.14,32.58,39.72,8.74,1.98,6.68,1.2,0.29,0.32,2.29,1.66,6.38,6.96,39.76
1,11019,10,19,201,22338_ VernalFD2,WA,2018,95.11,18.91,32.84,41.29,8.32,2.06,6.66,1.09,0.27,0.25,2.45,2.37,7.09,7.65,39.82
1,11020,10,20,153,Wren,WA,2018,94.66,19.4,31.03,39.93,8.01,2.13,6.31,1.05,0.27,0.28,2.09,3.07,6.85,7.66,40.04
1,11101,11,1,167,CiscoII,WA,2018,94.46,20.63,32.74,41.3,8.05,1.97,6.59,1.13,0.29,0.32,2.14,2.1,6.68,7.26,38.78
1,11102,11,2,202,Hi-Gest360,WA,2018,94.58,24.25,28.44,35.71,8.25,2.13,5.77,1.14,0.33,0.32,2.31,1.98,8.17,8.35,43.71
1,11103,11,3,134,452490,WA,2018,94.63,20.06,30.68,39.2,7.82,2.1,6.14,1.03,0.28,0.28,2.3,2.7,7.44,8.03,40.57
1,11104,11,4,152,GoldFinch,WA,2018,94.46,20.61,29.09,37.72,8.21,2.29,5.77,1,0.29,0.26,2.31,3.15,7,7.85,45.24
1,11105,11,5,2,170543,WA,2018,94.55,20.8,32.75,41.5,7.97,1.96,6.63,1.18,0.28,0.35,1.83,2.29,6.78,7.4,38.47
1,11106,11,6,109,Alfagraze,WA,2018,94.6,19.35,32.77,41.48,7.95,1.99,6.73,1.06,0.27,0.29,2.16,2.57,6.54,7.41,37.15
1,11107,11,7,83,440497,WA,2018,94.55,19.79,29.63,37.84,8.04,2.14,6.01,1.08,0.27,0.27,2.18,3.08,7.53,8.17,38.6
1,11108,11,8,39,468055,WA,2018,94.71,18.58,32.14,40.32,8.44,2.17,6.56,1.07,0.26,0.29,2.06,3.29,6.41,7.31,38.4
1,11109,11,9,9,467950,WA,2018,94.7,22.04,34.29,41.95,8.77,2.04,7.02,1.27,0.31,0.33,2.17,1.43,5.48,6.77,40.29
1,11110,11,10,147,Roadrunner,WA,2018,94.67,21.61,31.91,40.14,8.28,2.23,6.46,1.05,0.31,0.3,2.22,2.62,5.74,6.67,40.1
1,11111,11,11,168,AFX012,WA,2018,94.53,20.97,30.57,38.24,8.3,2.06,6.23,1.13,0.28,0.31,2.19,2.68,6.97,7.65,38.84
1,11112,11,12,160,PGI529,WA,2018,94.47,19.29,30.76,40.7,8.18,2.18,6.07,0.92,0.28,0.25,2.27,3.54,6,6.94,39.72
1,11113,11,13,60,262544,WA,2018,94.37,20.73,31.66,39.96,7.73,2.01,6.48,1.1,0.28,0.31,2.02,2.4,7.04,7.74,36.9
1,11114,11,14,157,Mallard,WA,2018,94.47,20.89,31.59,39.45,7.71,2.15,6.56,1.01,0.29,0.28,2.31,2.8,6.16,7.13,40.64
1,11115,11,15,62,253950,WA,2018,94.44,19.53,31.44,40.24,7.88,2.08,6.46,1.08,0.26,0.3,2.07,2.96,6.86,7.58,37.53
1,11116,11,16,81,452437,WA,2018,94.48,18.39,31.41,40.68,8.02,2.1,6.35,0.97,0.26,0.25,2.14,3.48,6.32,7.31,39.44
1,11117,11,17,201,22338_ VernalFD2,WA,2018,94.5,21.86,33.91,41.68,8.25,2.03,7.05,1.24,0.3,0.33,2.03,1.45,5.94,6.78,37.48
1,11118,11,18,65,212104,WA,2018,94.56,20.8,32.71,39.97,8.92,1.93,6.76,1.28,0.28,0.36,1.99,2.26,6.7,7.08,38.49
1,11119,11,19,30,502460,WA,2018,94.45,18.63,30.39,38.92,8.48,2.1,5.96,1.04,0.26,0.3,2.15,3.92,7.05,7.83,38.84
1,11120,11,20,144,22277_5246FD3,WA,2018,94.44,20.52,30.89,39.15,7.71,2.04,6.28,1.05,0.28,0.29,2.16,2.75,7.22,7.76,40.63
1,20101,1,1,80,452438,ID,2018,95.34,27,30.58,33.8,12.76,1.66,6.27,1.47,0.35,0.39,2.5,0.66,3.57,6.28,45.31
1,20102,1,2,132,452500,ID,2018,95.5,27.33,30.98,34.41,12.56,1.67,6.3,1.42,0.35,0.38,2.52,0.65,3.58,6.3,47.16
1,20103,1,3,202,Hi-Gest360,ID,2018,95.79,29.38,30.85,33.31,12.78,1.64,6.34,1.37,0.38,0.39,2.58,0.73,3.49,5.74,47.84
1,20104,1,4,103,26751_5454,ID,2018,95.42,28.36,29.45,31.8,12.43,1.67,6.27,1.54,0.35,0.42,2.29,0.64,4.1,6.19,44.22
1,20105,1,5,201,22338_ VernalFD2,ID,2018,95.55,27.44,30.22,32.09,13.29,1.69,6.18,1.53,0.34,0.41,2.49,0.83,3.57,5.98,45.94
1,20106,1,6,104, 22287_ArcherFD5,ID,2018,95.72,28.17,30.16,31.71,12.41,1.69,6.33,1.5,0.33,0.42,2.25,0.91,3.74,6.36,44.23
1,20107,1,7,43,467979,ID,2018,95.7,29.72,29.83,31.24,12.82,1.65,6,1.52,0.36,0.43,2.42,0.73,3.26,5.99,49.55
1,20108,1,8,154,BlueJayHR,ID,2018,95.74,29.62,29.28,31.45,12.81,1.73,5.79,1.43,0.37,0.41,2.63,0.72,3.39,6.05,51.59
1,20109,1,9,40,468056,ID,2018,95.83,28.91,29.64,31.04,12.4,1.8,6.11,1.5,0.36,0.42,2.63,0.59,3.48,5.92,47.75
1,20110,1,10,78,452475,ID,2018,95.71,28.35,29.61,31.61,12.43,1.74,6.03,1.52,0.36,0.41,2.52,0.58,3.64,6.34,48.46
1,20111,1,11,91,405068_Mandan1271,ID,2018,95.79,28.29,29.7,31.16,14.09,1.77,5.9,1.53,0.34,0.44,2.31,0.87,2.85,5.78,47.67
1,20112,1,12,48,502462,ID,2018,95.87,29.06,31.48,32.01,12.16,1.66,6.57,1.51,0.36,0.44,2.38,0.57,2.99,5.85,47.7
1,20113,1,13,72,182238,ID,2018,95.79,27.18,30.99,32.82,12.46,1.57,6.54,1.59,0.32,0.41,2.35,0.56,3.85,6.23,46.18
1,20114,1,14,178,LS605,ID,2018,95.55,28.35,28.6,30.3,12.95,1.7,5.93,1.55,0.34,0.43,2.37,0.71,4.02,6.22,46.4
1,20115,1,15,110,22333_Sutter,ID,2018,95.61,27.96,30.09,32.15,12.78,1.62,6.24,1.58,0.34,0.45,2.15,0.81,3.59,6.05,45.2
1,20116,1,16,16,467960,ID,2018,95.6,27.63,30.61,32.57,12.29,1.66,6.35,1.55,0.35,0.44,2.28,0.66,3.32,6.24,45.47
1,20117,1,17,44,Legend_FD4,ID,2018,95.65,27.79,29.98,32.96,12.23,1.58,6.22,1.47,0.36,0.4,2.48,0.59,4.49,6.27,47.91
1,20118,1,18,51,491398,ID,2018,95.36,28.3,28.31,30.15,11.44,1.79,6.2,1.52,0.34,0.41,2.33,0.84,4.62,6.73,42.04
1,20119,1,19,130,467928,ID,2018,95.34,28.86,28.62,31.46,11.54,1.81,5.88,1.46,0.37,0.41,2.38,0.65,4.15,6.5,47.88
1,20120,1,20,166,Hi-Gest660,ID,2018,95.31,29.84,27.87,28.66,12.47,1.67,5.98,1.59,0.35,0.47,2.06,0.91,4.28,6.25,44.56
1,20201,2,1,54,340117,ID,2018,95.12,26.68,29.52,32.15,11.13,1.7,6.46,1.6,0.32,0.43,2.08,0.61,4.84,7.28,41.64
1,20202,2,2,15,467959,ID,2018,95.28,28.83,28.26,30.02,12.07,1.82,5.94,1.55,0.35,0.43,2.19,0.79,3.94,6.75,44.48
1,20203,2,3,201,22338_ VernalFD2,ID,2018,95.74,28.09,29.97,31.16,12.73,1.73,6.35,1.58,0.34,0.45,2.29,0.82,3.25,6,43.48
