Cutting,ID,block,position,gen,Name,loc,year,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,Ca,P,Mg,K,Starch,Su_ESC,Su_WSC,TTNDFD
1,10612,6,12,79,452474,WA,2019,95.25145,26.46315,30.22759,35.62605,10.14995,2.155495,5.927661,1.454055,0.3738607,0.351536,2.386208,0.6143121,4.833466,7.159251,51.3861
1,10613,6,13,201,22338_ VernalFD2,WA,2019,95.24812,22.56273,34.7503,42.09754,8.642505,2.014886,6.945488,1.222369,0.3273751,0.2840636,2.386284,0.7228242,5.015056,7.064593,43.85881
1,10614,6,14,46,499546,WA,2019,94.72449,26.2956,30.58037,36.23222,9.079593,2.111444,6.10295,1.332691,0.3732426,0.3396603,2.331724,0.5235988,5.058993,7.462721,47.96291
1,10615,6,15,113,22278,WA,2019,95.45736,21.35532,35.05636,42.69646,9.574002,1.888862,6.910168,1.233628,0.3214021,0.3058932,2.291273,0.8620837,5.381207,7.003237,45.343
1,10616,6,16,25,516791,WA,2019,95.07258,23.2159,31.76636,37.97557,9.362948,2.008627,6.809276,1.410594,0.3071699,0.3326691,2.015922,1.109973,5.85464,7.605018,40.26278
1,10617,6,17,71,182241,WA,2019,95.65498,21.22406,35.87987,43.40818,8.616167,1.892546,7.428554,1.281544,0.297821,0.3041129,2.041557,0.7203234,4.707167,7.098362,42.32638
1,10618,6,18,41,486130,WA,2019,94.20194,21.28197,34.10706,41.92103,8.477568,1.940019,6.810497,1.304034,0.3123888,0.3043515,2.139484,0.9652363,5.440056,7.419357,41.05648
1,10619,6,19,95,467902,WA,2019,95.60284,23.4793,33.35427,39.95529,9.793114,1.932442,6.8293,1.308936,0.3353869,0.3292558,2.261625,0.6620819,5.263931,7.075798,46.37422
1,10620,6,20,171,AFX016,WA,2019,93.69389,24.68813,30.66482,37.31627,9.188221,2.019042,6.3113,1.331375,0.3375089,0.3244151,2.21117,0.753166,6.179134,7.871887,43.96479
1,10701,7,1,38,468013,WA,2019,95.44877,21.9784,33.93269,41.26177,7.89608,1.996151,7.07094,1.21386,0.3217534,0.2960787,2.193171,0.7724699,5.029085,7.714371,44.4423
1,10702,7,2,202,Hi-Gest360,WA,2019,94.49557,22.67966,32.95718,40.53342,9.112575,1.938615,6.573712,1.239522,0.3271093,0.2986374,2.251756,0.5830145,5.442038,7.657489,44.21323
1,10703,7,3,150,Skylark,WA,2019,95.32037,22.74002,33.12896,40.3639,9.293525,1.927482,6.606954,1.204065,0.3304608,0.3141517,2.229058,0.6057226,5.699689,7.346914,44.7327
1,10704,7,4,143,467899,WA,2019,94.31366,23.00354,32.18697,40.275,8.905551,1.969103,6.268855,1.240931,0.3402148,0.3035272,2.172553,0.7469497,5.933188,7.779528,44.74126
1,10705,7,5,72,182238,WA,2019,95.14006,21.24954,35.97898,44.20674,8.343674,1.72587,7.472857,1.225548,0.3014438,0.28807,2.127939,0.3765114,4.874143,7.0398,40.82583
1,10706,7,6,11,467952,WA,2019,95.37002,23.76582,33.02135,39.55333,9.0771,1.928133,6.668984,1.296121,0.3393626,0.3211142,2.296437,0.334751,4.817269,7.155394,44.91241
1,10707,7,7,135,452489_Sevelra,WA,2019,95.48612,22.2383,34.61867,41.62914,9.896466,1.812095,6.884765,1.263662,0.3442167,0.3150677,2.470025,0.3532267,5.109204,6.612896,46.61399
1,10708,7,8,54,340117,WA,2019,94.98046,20.88976,33.52388,41.34044,9.202058,1.823622,6.793149,1.326277,0.298994,0.3113846,2.139559,0.6712002,5.841887,7.477423,42.33087
1,10709,7,9,27,499540,WA,2019,94.31501,21.57955,34.46507,42.07396,8.331783,1.817584,7.069235,1.268906,0.3196878,0.2988993,2.198396,0.6278936,5.349256,7.596875,40.53374
1,10710,7,10,45,502463,WA,2019,94.16756,24.34773,32.0134,37.92904,9.63092,1.79022,6.642998,1.373689,0.3330668,0.3357778,2.245351,0.4148447,5.21981,6.876629,42.39355
1,10711,7,11,64,217419,WA,2019,95.27073,23.49264,32.98666,40.05022,8.875901,1.919456,6.689138,1.22097,0.3371491,0.2819503,2.464753,0.2835147,4.929046,6.849598,41.55214
1,10712,7,12,163,AFX007,WA,2019,95.51782,23.00109,32.18493,39.3082,9.426073,2.051842,6.324991,1.258442,0.3374954,0.3113086,2.231903,0.8492648,5.74136,7.709656,46.16729
1,10713,7,13,8,467949,WA,2019,95.23846,22.81485,34.02444,40.7746,9.267917,1.87984,7.136493,1.325378,0.3276218,0.3099779,2.356676,0.3719172,4.471347,7.009033,44.09718
1,10714,7,14,51,491398,WA,2019,94.56491,21.02608,34.94381,42.90649,8.857308,1.761904,7.098545,1.244733,0.3141325,0.2976863,2.168195,0.5545602,5.309155,7.160209,39.86131
1,10715,7,15,201,22338_ VernalFD2,WA,2019,93.52033,21.70489,34.13702,42.10398,9.819607,1.750684,6.660699,1.236711,0.3219608,0.2838317,2.306137,0.6989461,5.79682,6.967468,43.70687
1,10716,7,16,192,SW5210,WA,2019,93.97194,24.6731,31.05079,38.19946,9.59619,1.938984,6.149169,1.256811,0.3456651,0.3086295,2.33045,0.6584723,5.722712,7.45437,44.12903
1,10717,7,17,18,502477,WA,2019,94.84007,20.16727,35.26722,43.34845,7.908411,1.76654,7.517936,1.323485,0.2856279,0.2856475,2.063866,0.5037042,4.807486,7.141093,37.91115
1,10718,7,18,129,467931,WA,2019,94.82893,22.16696,33.84036,42.03016,8.31285,1.930679,6.838675,1.251928,0.3246959,0.2938154,2.218094,0.5246035,5.002955,7.25192,42.30796
1,10719,7,19,74,452478,WA,2019,95.2887,23.91406,32.8665,39.81429,9.002792,1.993985,6.592315,1.280169,0.3514833,0.3170274,2.301528,0.3165949,4.84399,7.170422,47.89397
1,10720,7,20,70,183695,WA,2019,93.84922,20.72767,34.96377,43.81848,9.337299,1.791112,6.951301,1.200711,0.3143476,0.2876483,2.109112,0.7411604,5.825915,7.18076,41.81709
1,10801,8,1,170,AFX015,WA,2019,94.2125,21.74282,32.971,41.9264,8.254972,1.978698,6.622415,1.210562,0.3073501,0.2724887,2.229122,0.7227859,5.961292,7.6637,41.1545
1,10802,8,2,112,22304_MaverickFD1,WA,2019,95.08189,23.0965,33.95306,40.82391,9.099289,1.893963,6.854637,1.304254,0.3401373,0.3016996,2.426111,0.2656141,4.464292,6.911892,44.58929
1,10803,8,3,93,467900,WA,2019,95.49468,22.18873,34.19734,41.29037,9.785734,1.862231,6.851095,1.278746,0.3269681,0.3110029,2.307855,0.2536747,4.702892,6.983605,44.94386
1,10804,8,4,98,Wrangler,WA,2019,95.49265,21.88997,34.90961,42.93863,8.608621,1.889681,7.024525,1.194485,0.327852,0.2840712,2.233909,0.3931441,5.324737,7.164222,41.56361
1,10805,8,5,44,Legend_FD4,WA,2019,94.41814,21.06618,35.09909,43.80807,7.994335,1.777739,7.323685,1.127661,0.3146569,0.269053,2.240444,0.691639,5.754393,7.322188,41.43937
1,10806,8,6,180,5454,WA,2019,95.59538,20.18112,35.93706,44.308,8.408045,1.810095,7.275086,1.207805,0.3093334,0.2936793,2.13595,0.4163564,4.974205,7.219532,42.00663
1,10807,8,7,137,467894,WA,2019,94.85376,24.32722,32.1251,39.5651,9.112185,2.083322,6.413147,1.26552,0.3603369,0.3009014,2.429588,0.373397,5.248801,7.409254,47.65317
1,10808,8,8,193,SW5213,WA,2019,95.89003,20.73389,35.61384,44.22139,8.779065,1.93908,7.207777,1.170126,0.314189,0.2936408,2.169255,0.5298179,5.149089,7.146319,40.77647
1,10809,8,9,10,467951,WA,2019,95.73769,21.17171,35.63467,43.79239,8.966099,1.971277,7.168048,1.219422,0.3239332,0.2913985,2.283391,0.4289371,4.457803,7.115075,45.2367
1,10810,8,10,169,AFX013,WA,2019,95.55203,24.34527,32.62556,39.04551,9.459008,2.092181,6.564029,1.26739,0.3441865,0.320314,2.349474,0.3810647,4.517929,7.169314,45.0877
1,10811,8,11,141,464749,WA,2019,94.37225,20.94943,35.08962,44.32384,8.529219,1.851181,7.12337,1.159585,0.3070046,0.2695966,2.149071,0.5053579,5.705068,7.393331,41.31159
1,10812,8,12,58,277882,WA,2019,95.75151,22.32971,34.64388,42.33959,8.951133,2.054542,7.034664,1.248061,0.3262473,0.305209,2.159643,0.4513663,4.614581,7.249969,41.66305
1,10813,8,13,75,452480,WA,2019,93.81906,24.15459,31.17467,38.9819,9.478089,1.942238,6.4572,1.372578,0.3415779,0.3243576,2.126657,0.7878841,5.751029,7.64502,47.00394
1,10814,8,14,28,499659,WA,2019,93.55441,24.14025,29.90755,38.19756,8.247009,2.086552,6.003355,1.284262,0.3473499,0.2842917,2.40796,0.8887939,6.185478,8.073079,44.95192
1,10815,8,15,47,502424,WA,2019,95.15923,22.03222,34.44272,42.22356,9.433985,1.887292,6.846797,1.250151,0.3344407,0.3084761,2.39396,0.2604023,5.010163,6.799384,43.97152
1,10816,8,16,201,22338_ VernalFD2,WA,2019,95.84264,20.01074,36.79955,45.4683,8.231185,1.936922,7.547862,1.148391,0.3102163,0.2793639,2.170957,0.5874553,4.916235,7.282084,41.74594
1,10817,8,17,202,Hi-Gest360,WA,2019,95.52415,22.04591,35.15012,41.77074,8.922887,1.785637,7.456199,1.255687,0.3132654,0.3291117,2.096684,0.5315113,5.057981,6.874774,42.12402
1,10818,8,18,48,502462,WA,2019,94.05836,22.45273,32.01185,40.64705,8.098974,2.018006,6.447134,1.21535,0.3299908,0.2848094,2.148302,0.7055491,5.95836,7.965704,41.18664
1,10819,8,19,42,467983,WA,2019,95.5635,22.20799,34.99009,42.19864,9.572748,1.926429,6.950581,1.277959,0.3445187,0.3011128,2.383324,0.2626448,4.238031,6.852076,46.92713
1,10820,8,20,194,SW4351,WA,2019,94.81713,21.84959,34.14598,42.00007,9.258661,1.871175,6.938229,1.228178,0.3173017,0.2867427,2.233925,0.456447,5.460886,7.401535,42.84825
1,10901,9,1,97,467939,WA,2019,94.67496,24.35478,31.34944,38.59109,8.861568,1.923426,6.316668,1.343229,0.3533438,0.329751,2.308026,0.3516335,5.433397,7.432378,49.43287
1,10902,9,2,31,467964,WA,2019,94.99705,25.22979,32.53471,37.91243,9.037596,1.943122,6.892905,1.310633,0.3599775,0.3413889,2.2929,0.3355405,4.625721,7.011963,46.77194
1,10903,9,3,63,244317,WA,2019,93.89803,21.31613,35.56517,43.41975,9.351353,1.667121,7.152751,1.194649,0.3347532,0.2879327,2.337455,0.3169752,5.044284,6.305668,42.06399
1,10904,9,4,110,22333_Sutter,WA,2019,95.11756,22.09995,33.72071,40.47137,9.979189,1.867054,6.830844,1.27448,0.3194143,0.3301562,2.218154,0.5768149,5.473335,7.128685,44.4687
1,10905,9,5,184,5364,WA,2019,94.36554,21.23762,33.45875,41.90828,9.06825,1.778057,6.689458,1.195276,0.3214338,0.3275415,1.849019,0.8052144,6.305058,7.340519,43.1171
1,10906,9,6,16,467960,WA,2019,94.26295,23.27435,32.23409,39.93495,8.529823,2.063932,6.590978,1.347532,0.3338189,0.3314534,2.067074,0.7618809,5.464911,7.817681,42.59247
1,10907,9,7,201,22338_ VernalFD2,WA,2019,95.26339,23.6336,32.62613,39.93908,9.169883,1.929972,6.374827,1.25114,0.3580369,0.315718,2.382454,0.2671299,5.344706,7.053314,48.4046
1,10908,9,8,55,340116,WA,2019,95.55971,21.26038,34.66512,42.86048,8.534085,1.790755,7.170848,1.247581,0.3011165,0.2936551,2.055688,0.2600688,5.349153,7.134624,40.82846
1,10909,9,9,4,172982,WA,2019,93.65428,20.91262,34.99951,44.3761,8.910158,1.669597,6.88553,1.199192,0.3202218,0.2961665,2.024474,0.52479,5.814838,7.116105,42.89703
1,10910,9,10,202,Hi-Gest360,WA,2019,94.31941,22.95327,31.8735,38.99887,8.90446,1.969071,6.655585,1.345902,0.3200802,0.3235924,2.165357,0.3374778,5.285285,7.448869,41.09845
1,10911,9,11,102,22328_Ranger,WA,2019,95.42258,22.73145,34.06507,41.50596,9.789285,1.710364,6.917212,1.258027,0.3395402,0.3131165,2.349078,0.2693724,5.454741,6.385128,44.51708
1,10912,9,12,7,467962,WA,2019,94.97798,22.48765,34.26417,42.01949,9.21983,1.922379,6.937538,1.219137,0.3362034,0.2845286,2.343246,0.320101,5.034579,7.117493,44.45503
1,10913,9,13,132,452500,WA,2019,94.80673,22.67235,34.50438,41.40196,9.789668,1.73898,6.961804,1.33914,0.3473951,0.3604563,2.100837,0.4127596,4.954676,6.487807,45.88452
1,10914,9,14,122,467918,WA,2019,95.69686,21.15908,35.89451,43.894,8.378057,1.883524,7.365404,1.259054,0.310863,0.3079584,2.049242,0.4568057,4.789361,7.198868,41.50518
1,10915,9,15,173,AFX018,WA,2019,95.12888,23.30819,31.96891,38.60763,10.26115,1.778606,6.499343,1.309468,0.3373518,0.3344068,2.310626,0.271615,5.79618,6.827384,45.72937
1,10916,9,16,155,Robin,WA,2019,93.97633,22.0858,33.76868,41.92194,9.393136,1.856417,6.676797,1.215039,0.3322285,0.2912796,2.281198,0.6445771,5.651762,7.327367,42.81671
1,10917,9,17,86,430564,WA,2019,94.927,23.95669,32.63198,39.30964,9.95722,1.906013,6.696414,1.371073,0.3468774,0.3372413,2.186427,0.3978371,4.921999,7.060781,45.53609
1,10918,9,18,20,502481,WA,2019,94.71852,22.52917,33.1949,41.41481,8.527063,1.916681,6.614489,1.271691,0.33515,0.3195485,2.131584,0.642087,5.676347,7.600833,45.05159
1,10919,9,19,175,AFX020,WA,2019,94.45998,25.7448,30.21943,37.041,9.25096,2.001775,6.095352,1.27858,0.3623203,0.3342909,2.360239,0.3397652,6.111951,7.297957,46.74743
1,10920,9,20,187,SW3406,WA,2019,95.05899,22.48567,33.45363,41.59954,9.049431,1.82318,6.781663,1.231496,0.3382718,0.2993963,2.344483,0.3226897,5.502426,7.33732,43.30117
1,11001,10,1,49,467963,WA,2019,95.02718,22.61813,33.47289,39.34158,9.896798,1.799003,6.926108,1.405667,0.3250874,0.3572344,2.060316,0.473219,5.093527,6.923718,45.37276
1,11002,10,2,92,340123,WA,2019,94.94608,19.79733,35.44733,44.94396,7.628446,1.767178,7.215628,1.236636,0.2928188,0.3027734,1.816536,0.6506414,5.916504,7.57631,39.43819
1,11003,10,3,198,SW4107,WA,2019,95.83668,22.63266,33.98448,40.59397,8.880862,1.893877,7.124135,1.235588,0.3260255,0.325681,2.218561,0.5061994,5.184681,7.306467,42.78889
1,11004,10,4,96,467903,WA,2019,94.07117,20.79317,34.7026,43.32882,9.006834,1.840986,6.907467,1.185727,0.3166885,0.2744982,2.286246,0.6137896,5.592941,7.487013,44.23537
1,11005,10,5,57,452479,WA,2019,94.77428,24.98217,31.45052,37.89993,9.68798,1.914226,6.330014,1.400309,0.3581046,0.3770606,1.989459,0.6665269,5.290498,7.34047,49.94579
1,11006,10,6,1,170532,WA,2019,95.5163,20.87256,35.41999,43.32273,8.404114,1.837644,7.35118,1.335349,0.3007956,0.3223739,1.888095,0.6141671,4.955821,7.103654,39.35265
1,11007,10,7,166,Hi-Gest660,WA,2019,95.17822,23.30087,31.06765,37.83814,9.151437,1.824011,6.559025,1.350722,0.3162833,0.3462052,1.986796,0.724174,6.351012,7.489468,41.33766
1,11008,10,8,101,467914,WA,2019,95.17828,22.85783,33.79106,41.42783,8.991529,1.930263,6.981894,1.222008,0.3325474,0.2891103,2.28095,0.3032167,5.103672,7.272668,43.09301
1,11009,10,9,178,LS605,WA,2019,95.11291,22.8266,32.60545,39.92987,9.479465,1.881116,6.598112,1.317218,0.3255307,0.3410982,2.004051,0.7788604,5.754357,7.366094,45.10809
1,11010,10,10,21,502482,WA,2019,95.2112,22.58096,33.94947,41.44149,8.320116,1.872134,6.978101,1.31261,0.329443,0.337114,2.05558,0.4974815,5.221957,7.339938,44.09558
1,11011,10,11,88,430561,WA,2019,95.19046,24.31942,32.50939,38.7755,9.564846,1.833908,6.602627,1.325497,0.3559595,0.3282438,2.402449,0.2848699,4.915078,6.826469,47.4552
1,11012,10,12,142,464773,WA,2019,94.55502,24.69762,33.04216,39.56638,9.495408,1.909162,6.687253,1.401618,0.3636401,0.3282822,2.314803,0.5472687,4.693635,7.346367,50.34048
1,11013,10,13,85,430563,WA,2019,93.90982,24.1496,31.79745,39.39865,9.95376,1.75709,6.184584,1.289585,0.3532451,0.3732463,1.846778,0.7695395,6.218071,6.894928,49.528
1,11014,10,14,15,467959,WA,2019,94.8811,23.30039,33.6208,40.76904,8.985042,1.897152,6.853036,1.33748,0.3373742,0.3434086,1.970379,0.465893,4.723093,7.163425,43.92675
1,11015,10,15,148,RedFalcon,WA,2019,94.72056,23.16001,33.40288,41.37437,8.39361,1.869695,6.844845,1.160945,0.340546,0.2915409,2.358946,0.3557061,5.783436,7.354049,44.18945
1,11016,10,16,202,Hi-Gest360,WA,2019,95.15656,22.73998,32.03049,39.86548,8.999312,2.04108,6.426393,1.256028,0.3262654,0.3017067,2.170787,0.6566274,5.550397,7.881361,45.47587
1,11017,10,17,59,278705_FERAX,WA,2019,93.46693,24.84828,31.11985,38.08358,9.704163,1.892555,6.251653,1.358015,0.3519042,0.3715851,1.855906,0.6254371,5.647135,6.936238,45.17072
1,11018,10,18,105,WL325HQ,WA,2019,94.16154,23.04633,32.34794,39.36252,9.955276,1.830633,6.670299,1.349199,0.3258869,0.3680082,1.813457,0.9106929,6.022157,7.454502,43.49829
1,11019,10,19,201,22338_ VernalFD2,WA,2019,93.67213,23.00756,32.801,41.72481,8.426739,1.79308,6.461018,1.159584,0.3473721,0.2796625,2.306019,0.4702068,6.343352,7.45656,44.24435
1,11020,10,20,153,Wren,WA,2019,95.33801,23.19998,33.08914,40.19112,9.980826,1.851822,6.646853,1.255331,0.3446796,0.316918,2.367978,0.2731308,5.218775,6.954889,46.53215
1,11101,11,1,167,CiscoII,WA,2019,94.69974,23.20413,32.13272,39.67613,8.703067,1.965305,6.559189,1.288641,0.3263485,0.3684098,1.796219,0.8516166,6.25034,7.632288,43.33212
1,11102,11,2,202,Hi-Gest360,WA,2019,94.49432,23.3044,31.4016,39.22935,9.000107,1.890682,6.174166,1.321392,0.3364539,0.3629274,1.872349,0.8396895,6.382474,7.675931,45.40225
1,11103,11,3,134,452490,WA,2019,94.84129,24.14487,31.74359,39.34827,9.268649,1.982906,6.239762,1.248122,0.355306,0.3233015,2.301958,0.4174365,5.966743,7.529694,47.99188
1,11104,11,4,152,GoldFinch,WA,2019,95.49283,24.69768,32.31396,38.33614,10.64669,1.932511,6.39267,1.266298,0.3738779,0.3398154,2.473652,0.2503733,4.776693,6.950529,49.91312
1,11105,11,5,2,170543,WA,2019,94.37198,20.76412,34.64499,43.96726,9.382624,1.666799,6.840703,1.244929,0.3097049,0.3413375,1.702994,0.6663668,6.089876,6.744667,44.27164
1,11106,11,6,109,Alfagraze,WA,2019,94.62492,24.47209,31.90252,39.34095,9.043635,2.148394,6.324215,1.308499,0.3499488,0.3560217,1.911098,1.017453,5.521524,7.851831,46.50255
1,11107,11,7,83,440497,WA,2019,94.66143,22.99686,32.67854,40.68568,9.062517,1.895903,6.448406,1.204298,0.3443412,0.3017242,2.348083,0.6160972,6.075294,7.509448,44.66014
1,11108,11,8,39,468055,WA,2019,94.16747,23.83599,32.37595,40.36388,9.077803,2.008459,6.328432,1.238915,0.357518,0.2980268,2.43321,0.6014135,5.612822,7.550907,47.77172
1,11109,11,9,9,467950,WA,2019,94.84468,25.10349,31.46501,38.26003,9.304398,1.972043,6.158362,1.335988,0.3673207,0.37552,1.895902,0.4790239,5.383801,7.451705,49.16964
1,11110,11,10,147,Roadrunner,WA,2019,93.97824,21.33413,32.91491,41.91354,9.027547,1.770251,6.765687,1.226806,0.3043812,0.3078366,1.963683,0.7753247,6.778686,7.485408,41.48783
1,11111,11,11,168,AFX012,WA,2019,95.10708,22.03551,32.25478,40.23502,9.16785,1.834942,6.507252,1.255821,0.3167102,0.3306183,2.037734,0.7365142,6.413416,7.542753,44.93743
1,11112,11,12,160,PGI529,WA,2019,95.00626,22.348,33.40587,41.20312,8.738205,1.962245,6.980694,1.234209,0.3214334,0.3162108,2.182718,0.5336847,5.655947,7.603614,44.07
1,11113,11,13,60,262544,WA,2019,94.44034,23.44247,32.24142,39.8094,8.881816,1.90053,6.406802,1.274084,0.3354356,0.3552382,1.862805,0.670278,6.10184,7.496157,44.31979
1,11114,11,14,157,Mallard,WA,2019,94.55297,23.77734,31.92649,39.37612,8.851355,1.991227,6.324458,1.304457,0.3432612,0.3476777,1.989981,0.573263,5.568587,7.392543,44.25105
1,11115,11,15,62,253950,WA,2019,93.50539,23.25274,32.2028,40.50714,8.988342,1.771249,6.585294,1.247952,0.3262751,0.2971869,2.152805,0.5064499,6.148763,7.285116,42.2616
1,11116,11,16,81,452437,WA,2019,95.02669,22.52084,33.71413,41.8414,8.781938,1.86015,6.844797,1.214524,0.3313183,0.2910284,2.231519,0.4198817,5.682917,7.33334,43.94303
1,11117,11,17,201,22338_ VernalFD2,WA,2019,95.30629,22.1368,32.81545,41.50871,8.29694,1.979171,6.394096,1.265946,0.3299485,0.3377908,1.851633,0.9073979,6.078459,7.956343,47.06884
1,11118,11,18,65,212104,WA,2019,94.4663,23.06204,33.20389,41.34946,8.814815,1.857372,6.79162,1.308074,0.3264171,0.344074,1.953579,0.5486248,5.696489,7.007605,42.56725
1,11119,11,19,30,502460,WA,2019,94.68127,23.39827,33.34301,41.96112,8.656565,1.684775,6.753241,1.242681,0.3479725,0.3209057,2.217861,0.396919,6.074673,7.049964,44.67306
1,11120,11,20,144,22277_5246FD3,WA,2019,95.31214,21.8017,33.75585,42.27608,8.765442,1.876476,6.724002,1.177903,0.3273169,0.2984553,2.247155,0.680146,5.725669,7.565108,46.04329
1,20101,1,1,80,452438,ID,2019,94.06789,22.73794,31.52958,38.69176,12.34014,1.824723,6.459695,1.496923,0.3136113,0.3297347,2.795731,0.7421046,6.352371,6.655869,54.00899
1,20102,1,2,132,452500,ID,2019,94.25871,21.4511,33.4016,41.32713,11.92392,1.683065,6.670875,1.4166,0.320352,0.2985703,3.040549,0.4954151,5.609773,6.515097,52.27006
1,20103,1,3,202,Hi-Gest360,ID,2019,93.99524,24.46484,28.86382,36.34697,10.31705,1.890681,6.013444,1.447076,0.3344553,0.3088604,2.797968,0.5388016,7.389224,7.483813,51.26944
1,20104,1,4,103,26751_5454,ID,2019,94.35039,23.59104,30.8418,38.15967,10.33629,1.83952,6.471728,1.405503,0.3285566,0.2922618,2.795123,0.4540897,6.840938,6.955917,48.11176
1,20105,1,5,201,22338_ VernalFD2,ID,2019,94.17157,20.87276,33.86373,41.8294,11.16499,1.739202,6.932598,1.330525,0.3055321,0.3089339,2.763511,0.9757815,7.019787,7.119056,49.46796
1,20106,1,6,104, 22287_ArcherFD5,ID,2019,94.09665,23.37803,31.16858,38.57928,11.56082,1.80299,6.405401,1.425311,0.3252697,0.340766,2.749638,0.4733481,5.814761,6.764935,50.72738
1,20107,1,7,43,467979,ID,2019,93.91553,24.08377,29.69093,36.22436,11.11255,1.969952,6.124958,1.482217,0.3222885,0.3049642,2.746723,0.7465883,6.525346,7.403928,53.44527
1,20108,1,8,154,BlueJayHR,ID,2019,93.90047,23.3269,29.56808,36.84905,11.09325,1.865517,6.189222,1.469156,0.3160279,0.3027111,2.730019,0.5049741,6.235204,7.207804,50.26955
1,20109,1,9,40,468056,ID,2019,93.84976,22.98089,30.51015,38.38356,11.44646,1.863996,6.054824,1.424943,0.3358901,0.3137847,2.970979,0.6252763,6.297188,7.031,52.55477
1,20110,1,10,78,452475,ID,2019,93.99471,23.4066,30.93166,37.66999,12.15436,1.880147,6.115938,1.462672,0.3323819,0.3395001,2.981893,0.6328579,5.978055,6.973081,53.65904
1,20111,1,11,91,405068_Mandan1271,ID,2019,94.07376,22.52468,29.8504,37.57764,10.8422,1.942628,6.151128,1.469289,0.3030827,0.3171545,2.755004,0.8782872,7.329278,7.592725,50.7449
1,20112,1,12,48,502462,ID,2019,94.05009,23.25129,30.88151,38.38479,12.50698,1.811532,6.263624,1.535186,0.3273477,0.3568587,2.739004,0.6772816,6.81754,6.839511,53.15366
1,20113,1,13,72,182238,ID,2019,94.34122,22.00722,33.52731,40.65569,13.05322,1.786178,6.757113,1.489025,0.3042063,0.3308868,2.889337,0.9547909,5.616625,6.708652,52.98732
1,20114,1,14,178,LS605,ID,2019,94.22941,22.64111,31.21416,38.34637,11.94313,1.85451,6.451294,1.497443,0.3022447,0.3155421,2.837682,0.8874095,6.637364,6.932606,49.55482
1,20115,1,15,110,22333_Sutter,ID,2019,93.8632,21.83167,31.65568,39.34891,11.1294,1.879556,6.570181,1.490421,0.3000505,0.3235749,2.646632,0.9608012,6.825792,7.100669,48.53602
1,20116,1,16,16,467960,ID,2019,94.05017,23.60771,31.65593,37.59423,11.93316,1.849836,6.179357,1.462556,0.3348982,0.3202662,3.066321,0.6459917,6.35281,6.649353,53.69124
1,20117,1,17,44,Legend_FD4,ID,2019,94.25162,22.82568,30.94119,38.9911,10.72965,1.795512,6.323125,1.379568,0.3236322,0.2955694,2.850944,0.5833302,6.375708,7.199221,50.65147
1,20118,1,18,51,491398,ID,2019,93.87791,21.78834,33.18901,40.87085,11.67269,1.772063,6.919615,1.475781,0.3033455,0.335018,2.53942,0.8287773,6.167702,6.557547,47.80916
1,20119,1,19,130,467928,ID,2019,94.01685,24.27986,28.39669,35.76499,10.82942,2.024657,5.767721,1.468477,0.3307466,0.3103082,2.824245,0.709212,7.400709,7.501116,52.47503
1,20120,1,20,166,Hi-Gest660,ID,2019,94.00616,24.73568,29.60903,35.29611,11.47812,1.889011,6.449951,1.534676,0.318795,0.3475156,2.611528,1.103994,6.849374,7.133075,49.56903
1,20201,2,1,54,340117,ID,2019,93.84908,21.12703,30.25416,37.88782,11.10145,1.881734,6.321811,1.565536,0.2832056,0.3110125,2.526038,0.9489569,7.418149,7.620095,48.2794
1,20202,2,2,15,467959,ID,2019,94.22217,22.12678,32.62676,38.59879,13.71114,1.918872,6.563518,1.569579,0.2967439,0.3513127,2.716913,1.196508,5.182846,6.75461,50.77134
1,20203,2,3,201,22338_ VernalFD2,ID,2019,94.05511,21.46089,32.8923,40.33036,11.75317,1.901601,6.538315,1.431144,0.3049554,0.3288174,2.791528,0.940995,6.037617,6.953767,50.63041
1,20204,2,4,6,170535_Yonca,ID,2019,94.17871,22.1736,31.67333,39.79136,10.71131,1.84646,6.510079,1.413036,0.2977548,0.2925035,2.712213,0.8083755,6.747997,7.290901,48.54201
1,20205,2,5,33,467978,ID,2019,94.00525,22.89792,32.00341,38.34374,12.63332,1.813581,6.276102,1.543037,0.3237337,0.3472535,2.923578,0.755892,5.453579,6.366794,54.30003
1,20206,2,6,100,467936,ID,2019,94.04997,21.66982,32.50563,39.88184,13.01953,1.852096,6.423377,1.532504,0.3077776,0.3474953,2.774714,0.9488457,6.445817,6.930862,52.25768
1,20207,2,7,179,LS206,ID,2019,93.67873,22.7518,29.67741,37.82641,11.36797,1.846908,5.979485,1.456841,0.3110783,0.3342224,2.558399,1.049806,6.494452,7.430093,53.44396
1,20208,2,8,126,467938,ID,2019,93.34361,24.09259,28.71885,36.49421,11.37302,1.912514,5.678607,1.530302,0.3341596,0.3390629,2.555229,0.7344016,6.247861,6.944714,53.62196
1,20209,2,9,92,340123,ID,2019,93.68525,21.85119,31.45358,39.08066,11.79067,1.864835,6.406791,1.521358,0.2893649,0.3210163,2.742191,0.6921246,6.456768,6.878474,49.44002
1,20210,2,10,174,AFX019,ID,2019,93.82384,22.72708,31.31863,38.66477,12.46492,1.823079,6.320046,1.510049,0.3012897,0.3387655,2.713503,0.8685728,5.82991,6.549188,52.33834
